"Lao","English"
"ເວທີສົນທະນາ","acknow"
"ເວລາ","acknowing"
"ເວົ້າ","acknowledge"
"ເວັ້ນເສຍແຕ່","acknowledgeable"
"ເວັບໄຊ","acknowledged"
"ເວັບໄຊຕ໌","acknowledgedly"
"ເວັບໄຊທ໌","acknowledgement"
"ເຫດ​ຜົນ","acknowledgements"
"ເຫດການ","acknowledger"
"ເຫດຜົນ","acknowledgers"
"ເຫນືອ","acknowledges"
"ເຫມາະສົມ","acknowledging"
"ເຫື່ອ","acknowledgment"
"ເຫຼືອ​ເຊື່ອ","acknowledgments"
"ເຫຼົ່ານີ້","acknowledgment's"
"ເຫຼົ່ານັ້ນ","acknown"
"ເຫຼົ້າ","ack-pirate"
"ເຫຼົ້າແວງ","ackton"
"ເຫຼັກ","Ackworth"
"ເຫັນໄດ້","ACL"
"ເຫັນໄດ້ຊັດເຈນ","aclastic"
"ເໜືອ","acle"
"ເໝາະສົມ","acleidian"
"ເອ​ກະ​ລາດ","acleistocardia"
"ເອກ","acleistous"
"ເອກອັກຄະລັດຖະທູດ","Aclemon"
"ເອກະສານ","aclydes"
"ເອກະພາບ","aclidian"
"ເອກະລາດ","aclinal"
"ເອີ","aclinic"
"ເອີຣົບ","aclys"
"ເອື້ອຍ","a-clock"
"ເອເລັກໂຕຣນິກ","acloud"
"ເອົາ","ACLS"
"ເອົາຊະນະ","ACLU"
"ເອົາມາ","ACM"
"ເອົາອອກ","Acmaea"
"ເຮລິຄອບເຕີ","Acmaeidae"
"ເຮີ້ຍ","acmaesthesia"
"ເຮີຣິເຄນ","acmatic"
"ເຮືອ","acme"
"ເຮືອນ","acmes"
"ເຮືອນຄົວ","acmesthesia"
"ເຮືອນຍອດ","acmic"
"ເຮັດ","Acmispon"
"ເຮັດວຽກ","acmite"
"ເຮັດໃຫ້ປະລາດ","Acmon"
"ແກ່ນ","acne"
"ແກ້​ໄຂ","acned"
"ແກ້ມ","acneform"
"ແກ້ວ","acneiform"
"ແກ້ແຄ້ນ","acnemia"
"ແກ້ໄຂ","acnes"
"ແກງ","Acnida"
"ແກວ່ງ","acnodal"
"ແກະ","acnode"
"ແກະສະຫຼັກ","acnodes"
"ແຂ່ງຂັນ","ACO"
"ແຂ້ວ","acoasm"
"ແຂກ","acoasma"
"ແຂກອາຫລັບ","a-coast"
"ແຂງ","Acocanthera"
"ແຂນ","acocantherin"
"ແຂນຂາ","acock"
"ແຂນເສື້ອ","acockbill"
"ແຂວງ","a-cock-bill"
"ແຄບ","a-cock-horse"
"ແຄມທາງ","acocotl"
"ແຄມຝັ່ງທະເລ","Acoela"
"ແຄມເປນ","Acoelomata"
"ແຄລໍລີ່","acoelomate"
"ແຈ","acoelomatous"
"ແຈ້ງ","Acoelomi"
"ແຈ້ງການ","acoelomous"
"ແຈກ​ຢາຍ","acoelous"
"ແຈສ","Acoemetae"
"ແສງສະຫວ່າງ","Acoemeti"
"ແສງຕາເວັນ","Acoemetic"
"ແສງແດດ","acoenaesthesia"
"ແຊ່","ACOF"
"ແຊ່ແຂງ","acoin"
"ແຊ້ມ","acoine"
"ແຊກແຊງ","Acol"
"ແຊງ","Acolapissa"
"ແຊນວິດ","acold"
"ແຊບ","Acolhua"
"ແຍກ","Acolhuan"
"ແດດ","acolyctine"
"ແຕ່","acolyte"
"ແຕ່ງ​ຫນ້າ","acolytes"
"ແຕ່ງກິນ","acolyth"
"ແຕ່ງງານ","acolythate"
"ແຕ່ງຕັ້ງ","acolytus"
"ແຕ່ລະ","acology"
"ແຕ່ຫນ້າເສຍດາຍ","acologic"
"ແຕ້ມ","acolous"
"ແຕກຕ່າງ","acoluthic"
"ແຕກຕ່າງກັນ","Acoma"
"ແຕະ","acomia"
"ແຕະລົງ","acomous"
"ແຖບ","a-compass"
"ແຖບດ້ານຂ້າງ","aconative"
"ແຖວ","Aconcagua"
"ແທ້ໆ","acondylose"
"ແທນ","acondylous"
"ແທນທີ່ຈະ","acone"
"ແທັກ","aconelline"
"ແນ່ນອນ","aconic"
"ແນບ","aconin"
"ແນມເບິ່ງ","aconine"
"ແນວຄວາມຄິດ","aconital"
"ແນວຄິດ","aconite"
"ແນວທາງ","aconites"
"ແນວພັນ","aconitia"
"ແນວໂນ້ມ","aconitic"
"ແນວໃດ","aconitin"
"ແນວໃດກໍ່ຕາມ","aconitine"
"ແນະນຳ","Aconitum"
"ແນະນໍາ","aconitums"
"ແບ່ງ","acontia"
"ແບ່ງປັນ","Acontias"
"ແບ້","acontium"
"ແບບ","Acontius"
"ແບບສອບຖາມ","aconuresis"
"ແບບສຳຫຼວດ","acool"
"ແບບດັ້ງເດີມ","acop"
"ແບບຟອມ","acopic"
"ແປ","acopyrin"
"ແປ້ງ","acopyrine"
"ແປ້ນພິມ","acopon"
"ແປກ","acor"
"ແປກປະຫຼາດ","acorea"
"ແປກປະຫຼາດ","acoria"
"ແປກໃຈ","acorn"
"ແປງ","acorned"
"ແປດ","acorns"
"ແປວໄຟ","acorn's"
"ແຜ່​ກະ​ຈາຍ​ເຊື້ອ","acorn-shell"
"ແຜ່ນ","Acorus"
"ແຜ່ນດິນໂລກ","acosmic"
"ແຜ່ນດິນໄຫວ","acosmism"
"ແຜ່ນໃບ","acosmist"
"ແຜ່ຫຼາຍ","acosmistic"
"ແຜນການ","acost"
"ແຜນທີ່","Acosta"
"ແພງ","acotyledon"
"ແຟນ","acotyledonous"
"ແຟນ​ຊີ","acouasm"
"ແຟນໄຊ","acouchi"
"ແມ່","acouchy"
"ແມ່​ມົດ","acoumeter"
"ແມ່ຕູ້","acoumetry"
"ແມ່ນ​ຫຍັງ","acounter"
"ແມ່ນ້ຳ","acouometer"
"ແມ່ນແລ້ວ","acouophonia"
"ແມ່ບົດ","acoup"
"ແມ້ແຕ່","acoupa"
"ແມງ​ໄມ້","acoupe"
"ແມງໄມ້","acousma"
"ແມວ","acousmas"
"ແມັດ","acousmata"
"ແລ່ນ","acousmatic"
"ແລ້ວ","acoustic"
"ແລກ​ປ່ຽນ","acoustical"
"ແລວທາງ","acoustically"
"ແລະ","acoustician"
"ແລະ/ຫຼື","acoustico-"
"ແລະອື່ນໆ","acousticolateral"
"ແລັບທັອບ","Acousticon"
"ແຫ່ງຊາດ","acousticophobia"
"ແຫ້ງ","acoustics"
"ແຫນ້ນ","acoustoelectric"
"ແຫວນ","ACP"
"ແຫຼ່ງ","acpt"
"ແຫຼມ","acpt."
"ແອສປາໂຍນ","Acquah"
"ແອນ້ອຍ","acquaint"
"ແອັບ","acquaintance"
"ແຮງ​ງານ","acquaintances"
"ແຮງຈູງໃຈ","acquaintance's"
"ແຮງບັນດານໃຈ","acquaintanceship"
"ແຮງໂນ້ມຖ່ວງ","acquaintanceships"
"ໂກງ","acquaintancy"
"ໂຄງ​ການ","acquaintant"
"ໂຄງການ","acquainted"
"ໂຄງສ້າງ","acquaintedness"
"ໂຄງຮ່າງ","acquainting"
"ໂຄສະນາ","acquaints"
"ໂຄສົກ","Acquaviva"
"ໂຄມໄຟ","acquent"
"ໂງ່","acquereur"
"ໂຈນ","acquest"
"ໂຈນສະລັດ","acquests"
"ໂຈະ","acquiesce"
"ໂສ້ງ","acquiesced"
"ໂສ້ງຢີນ","acquiescement"
"ໂສກເສົ້າ","acquiescence"
"ໂສດ","acquiescences"
"ໂຊ​ຫວຽດ","acquiescency"
"ໂຊກ","acquiescent"
"ໂຊກດີ","acquiescently"
"ໂຊກບໍ່ດີ","acquiescer"
"ໂຊດາ","acquiesces"
"ໂຊດຽມ","acquiescing"
"ໂຍນ","acquiescingly"
"ໂດຍ","acquiesence"
"ໂດຍກົງ","acquiet"
"ໂດຍສະເພາະ","acquirability"
"ໂດຍທົ່ວໄປ","acquirable"
"ໂດຍບໍ່ຄໍານຶງ","acquire"
"ໂດຍບໍ່ມີການ","acquired"
"ໂດຍປົກກະຕິ","acquirement"
"ໂດຍພື້ນຖານແລ້ວ","acquirements"
"ໂດຍລວມ","acquirenda"
"ໂດຍເຈດຕະນາ","acquirer"
"ໂດຍເນື້ອແທ້ແລ້ວ","acquirers"
"ໂດດ","acquires"
"ໂດດດ່ຽວ","acquiring"
"ໂດດເດັ່ນ","acquisible"
"ໂດລາ","acquisita"
"ໂດເມນ","acquisite"
"ໂຕ້ຖຽງ","acquisited"
"ໂຕ້ແຍ້ງ","acquisition"
"ໂຕນ","acquisitional"
"ໂຕປະກັນ","acquisitions"
"ໂຕະ","acquisition's"
"ໂຖ","acquisitive"
"ໂທ","acquisitively"
"ໂທຣ","acquisitiveness"
"ໂທລະສັບ","acquisitor"
"ໂທລະທັດ","acquisitum"
"ໂທລະພາບ","acquist"
"ໂບດ","acquit"
"ໂບນັດ","acquital"
"ໂປ້ມື","acquitment"
"ໂປສເຕີ","acquits"
"ໂປດປານ","acquittal"
"ໂປຣ","acquittals"
"ໂປຣ​ຕີນ","acquittance"
"ໂປຣໄຟລ໌","acquitted"
"ໂພຊະນາການ","acquitter"
"ໂມງ","acquitting"
"ໂມງແລງ","acquophonia"
"ໂມເລກຸນ","acr-"
"ໂຣກ","Acra"
"ໂຣມັນ","Acrab"
"ໂຣແມນຕິກ","acracy"
"ໂລ​ຫະ","Acraea"
"ໂລກ","acraein"
"ໂຫດຮ້າຍ","Acraeinae"
"ໂຫຼດ","acraldehyde"
"ໂໝດ","Acrania"
"ໂອ້","acranial"
"ໂອ້ຍ","acraniate"
"ໂອກາດ","acrasy"
"ໂອນ","acrasia"
"ໂອລິມປິກ","Acrasiaceae"
"ໂອເປຣາ","Acrasiales"
"ໂຮງງານ","acrasias"
"ໂຮງງານຜະລິດ","Acrasida"
"ໂຮງສີ","Acrasieae"
"ໂຮງລະຄອນ","acrasin"
"ໂຮງໝໍ","acrasins"
"ໂຮງຮຽນ","Acraspeda"
"ໂຮງແຮມ","acraspedote"
"ໂຮນລັງ","acratia"
"ໄກ","acraturesis"
"ໄກ່","acrawl"
"ໄຂ່","acraze"
"ໄຂ້","Acre"
"ໄຂມັນ","acreable"
"ໄສ້","acreage"
"ໄຊຊະນະ","acreages"
"ໄດ້","acreak"
"ໄດ້​ຮັບ","acream"
"ໄດ້ຍິນ","acred"
"ໄດ້ມາ","acre-dale"
"ໄດ້ຢ່າງງ່າຍດາຍ","Acredula"
"ໄດ້ຮັບ","acre-foot"
"ໄຕມາດ","acre-inch"
"ໄປ","acreman"
"ໄປກັບ","acremen"
"ໄປຂ້າງຫນ້າ","Acres"
"ໄປສູ່","acre's"
"ໄປເຊຍກັນ","acrestaff"
"ໄພ່ພົນ","a-cry"
"ໄພຂົ່ມຂູ່","acrid"
"ໄພພິບັດ","acridan"
"ໄຟ","acridane"
"ໄຟຟ້າ","acrider"
"ໄຟລ໌","acridest"
"ໄມ້","acridian"
"ໄມ້ໂອກ","acridic"
"ໄມລ໌","acridid"
"ໄລ​ຍະ​ສັ້ນ","Acrididae"
"ໄລ​ຍະ​ຍາວ","Acridiidae"
"ໄລຍະ","acridyl"
"ໄລຍະທາງ","acridin"
"ໄລຍະຫ່າງ","acridine"
"ໄລຍະເວລາ","acridines"
"ໄລຍະໄກ","acridinic"
"ໄວ","acridinium"
"ໄວ​ຣ​ັ​ສ","acridity"
"ໄວ​ລຸ້ນ","acridities"
"ໄວ້ໃຈ","Acridium"
"ໄວໆນີ້","Acrydium"
"ໄວກວ່າ","acridly"
"ໄວລຸ້ນ","acridness"
"ໄວໜຸ່ມ","acridnesses"
"ໄຫມ້","acridone"
"ໄຫຼ","acridonium"
"ໄອຄອນ","acridophagus"
"ໄອຍະການ","acriflavin"
"ໄອແພັດ","acriflavine"
"ໄອແລນ","acryl"
"ໄອໂຟນ","acrylaldehyde"
"ໄຮ້ສາລະ","Acrilan"
"ໄຮ້ປະໂຫຍດ","acrylate"
"ໃກ້","acrylates"
"ໃກ້ໆ","acrylic"
"ໃກ້ຊິດ","acrylics"
"ໃຈ","acrylyl"
"ໃຈກວ້າງ","acrylonitrile"
"ໃຈຮ້າຍ","acrimony"
"ໃສ່","acrimonies"
"ໃຊ້","acrimonious"
"ໃຊ້ຈ່າຍ","acrimoniously"
"ໃດ","acrimoniousness"
"ໃດກໍ່ຕາມ","acrindolin"
"ໃຕ້","acrindoline"
"ໃນ","acrinyl"
"ໃນ​ຂະ​ນະ​ດຽວ​ກັນ","acrisy"
"ໃນ​ທາງ​ປະ​ຕິ​ບັດ","acrisia"
"ໃນຂະນະທີ່","Acrisius"
"ໃນທີ່ສຸດ","Acrita"
"ໃນນາມ","acritan"
"ໃນບັນດາ","acrite"
"ໃນປັດຈຸບັນ","acrity"
"ໃນລະຫວ່າງ","acritical"
"ໃນເບື້ອງຕົ້ນ","acritochromacy"
"ໃນເວລານີ້","acritol"
"ໃນແງ່ດີ","acritude"
"ໃບ","ACRNEMA"
"ໃບ​ອະ​ນຸ​ຍາດ​","acro-"
"ໃບສັ່ງຢາ","Acroa"
"ໃບຫນ້າ","acroaesthesia"
"ໃບຮັບຮອງ","acroama"
"ໃບເກັບເງິນ","acroamata"
"ໃຜ","acroamatic"
"ໃຜກໍຕາມ","acroamatical"
"ໃຫ້","acroamatics"
"ໃຫ້​ຢືມ","acroanesthesia"
"ໃຫ້ບໍລິການ","acroarthritis"
"ໃຫ້ອະໄພ","acroasis"
"ໃຫຍ່","acroasphyxia"
"ໃຫມ່","acroataxia"
"ໃໝ່","acroatic"
