"Khmer","English"
"អ្នកទេសចរ","acroamatical"
"អ្នកទោស","acroamatics"
"អ្នកធ្វើដំណើរ","acroanesthesia"
"អ្នកនយោបាយ","acroarthritis"
"អ្នកនាំពាក្យ","acroasis"
"អ្នកនិទានរឿង","acroasphyxia"
"អ្នកនិពន្ធ","acroataxia"
"អ្នកបង្កើត","acroatic"
"អ្នកបើកបរ","acrobacy"
"អ្នកបើកយន្តហោះ","acrobacies"
"អ្នកបោះឆ្នោត","acrobat"
"អ្នកបោះពុម្ពផ្សាយ","Acrobates"
"អ្នកប្រមាញ់","acrobatholithic"
"អ្នកប្រមូល","acrobatic"
"អ្នកប្រយុទ្ធ","acrobatical"
"អ្នកប្រាជ្ញ","acrobatically"
"អ្នកប្រើប្រាស់","acrobatics"
"អ្នកបំរើ","acrobatism"
"អ្នកផលិត","acrobats"
"អ្នកផ្តល់សេវា","acrobat's"
"អ្នកព្យាបាលរោគ","acrobystitis"
"អ្នកម៉ៅការ","acroblast"
"អ្នកមើល","acrobryous"
"អ្នករចនា","Acrocarpi"
"អ្នករត់","acrocarpous"
"អ្នករស់រានមានជីវិត","acrocentric"
"អ្នករាយការណ៍","acrocephaly"
"អ្នករាល់គ្នា","acrocephalia"
"អ្នករាំ","acrocephalic"
"អ្នករួមចំណែក","acrocephalous"
"អ្នករៀន","Acrocera"
"អ្នកលក់","Acroceratidae"
"អ្នកលក់រាយ","Acroceraunian"
"អ្នកលេង","Acroceridae"
"អ្នកវិទ្យាសាស្ត្រ","Acrochordidae"
"អ្នកវិនិយោគ","Acrochordinae"
"អ្នកវិភាគ","acrochordon"
"អ្នកសង្កេតការណ៍","acrocyanosis"
"អ្នកសម្របសម្រួល","acrocyst"
"អ្នកសរសេរអត្ថបទ","acrock"
"អ្នកស៊ើបអង្កេត","Acroclinium"
"អ្នកស្តាប់","Acrocomia"
"អ្នកស្ម័គ្រចិត្ត","acroconidium"
"អ្នកស្រាវជ្រាវ","acrocontracture"
"អ្នកស្រុក","acrocoracoid"
"អ្នកសំដែង","Acrocorinth"
"អ្នកហៅទូរសព្ទ","acrodactyla"
"អ្នកឯកទេស","acrodactylum"
"អ្នកអនុវត្ត","acrodermatitis"
"អ្នកឧបត្ថម្ភ","acrodynia"
"អ្នកអប់រំ","acrodont"
"អ្នកអភិវឌ្ឍន៍","acrodontism"
"អ្នកអាន","acrodonts"
"អ្រងួន","acrodrome"
"អ្វី","acrodromous"
"អ្វីគ្រប់យ៉ាង","Acrodus"
"អ្វីទាំងអស់។","acroesthesia"
"អ្វីមួយ","acrogamy"
"អំណាច","acrogamous"
"អំណោយ","acrogen"
"អំបិល","acrogenic"
"អំពី","acrogenous"
"អំពើបាប","acrogenously"
"អំពើពុករលួយ","acrogens"
"អំពើហឹង្សា","Acrogynae"
"អះអាង","acrogynous"
