"Greek","English"
"απάνω","absolver"
"απάτη","absolvers"
"απατώ","absolves"
"απέξω","absolving"
"απέχω","absolvitor"
"απηχώ","absolvitory"
"απίδι","absonant"
"απίκο","absonous"
"απλός","absorb"
"απορώ","absorbability"
"αποχή","absorbable"
"απόχη","absorbance"
"απόψε","absorbancy"
"άποψη","absorbant"
"απτός","absorbed"
"απωθώ","absorbedly"
"άπωση","absorbedness"
"άραγε","absorbefacient"
"αράδα","absorbency"
"αράζω","absorbencies"
"αρασέ","absorbent"
"αργία","absorbents"
"αργκό","absorber"
"αργός","absorbers"
"άρδην","absorbing"
"αρένα","absorbingly"
"αρέσω","absorbition"
"αρετή","absorbs"
"άρθρο","absorbtion"
"αρίδα","absorpt"
"άριος","absorptance"
"αρμός","absorptiometer"
"αρόδο","absorptiometric"
"άροση","absorption"
"άρρην","absorptional"
"άρτος","absorptions"
"άρχων","absorption's"
"αρωγή","absorptive"
"άρωμα","absorptively"
"ασβός","absorptiveness"
"ασεβώ","absorptivity"
"ασήμι","absquatulate"
"άσθμα","absquatulation"
"ασκός","abstain"
"αστός","abstained"
"άστρο","abstainer"
"άσυλο","abstainers"
"ατάκα","abstaining"
"ατμός","abstainment"
"άτομο","abstains"
"ατονώ","abstemious"
"ατυχώ","abstemiously"
"αυλός","abstemiousness"
"άυλος","abstention"
"αύξων","abstentionism"
"αύριο","abstentionist"
"αυτός","abstentions"
"αυτού","abstentious"
"αφάνα","absterge"
"άφεση","absterged"
"αφήνω","abstergent"
"άφιξη","absterges"
"αφίσα","absterging"
"αφορώ","absterse"
"αφρός","abstersion"
"άφρων","abstersive"
"άχθος","abstersiveness"
"αχνός","abstertion"
"άχυρο","abstinence"
"αψάδα","abstinences"
"αψηφώ","abstinency"
"αψίδα","abstinent"
"βαβέλ","abstinential"
"βάγια","abstinently"
"βάδην","abstort"
"βαθιά","abstr"
"βάθος","abstract"
"βάθρο","abstractable"
"βαθύς","abstracted"
"βαίνω","abstractedly"
"βαλές","abstractedness"
"βάλλω","abstracter"
"βάμμα","abstracters"
"βαράω","abstractest"
"βάρδα","abstracting"
"βαριά","abstraction"
"βάριο","abstractional"
"βάρκα","abstractionism"
"βάρος","abstractionist"
"βαρύς","abstractionists"
"βάσει","abstractions"
"βατός","abstraction's"
"βάτος","abstractitious"
"βγάζω","abstractive"
"βέλος","abstractively"
"βέργα","abstractiveness"
"βέρος","abstractly"
"βέσπα","abstractness"
"βήχας","abstractnesses"
"βιάζω","abstractor"
"βιάση","abstractors"
"βίγλα","abstractor's"
"βιζόν","abstracts"
"βίκος","abstrahent"
"βιόλα","abstrict"
"βιολί","abstricted"
"βιτρό","abstricting"
"βίτσα","abstriction"
"βίωμα","abstricts"
"βιώνω","abstrude"
"βίωση","abstruse"
"βλάβη","abstrusely"
"βλάχα","abstruseness"
"βλέπω","abstrusenesses"
"βλέψη","abstruser"
"βλήμα","abstrusest"
"βοηθώ","abstrusion"
"βόιδι","abstrusity"
"βολάν","abstrusities"
"βόλεϊ","absume"
"βόλος","absumption"
"βόλτα","absurd"
"βόμβα","absurder"
"βομβώ","absurdest"
"βόριο","absurdism"
"βοσκή","absurdist"
"βοσκώ","absurdity"
"βόσκω","absurdities"
"βότκα","absurdity's"
"βούκα","absurdly"
"βούλα","absurdness"
"βουλή","absurds"
"βουνό","absurdum"
"βράδυ","absvolt"
"βράζω","abt"
"βράκα","abterminal"
"βρακί","abthain"
"βράση","abthainry"
"βρέχω","abthainrie"
"βρίζα","abthanage"
"βρίζω","abtruse"
"βρίθω","Abu"
"βρόμα","abubble"
"βροχή","Abu-Bekr"
"βρόχι","Abucay"
"βρύση","abucco"
"βρώση","abuilding"
"βυθός","Abukir"
"βύθος","abuleia"
"βύσμα","Abulfeda"
"βυτίο","abulia"
"βωβός","abulias"
"βωμός","abulic"
"γαζία","abulyeit"
"γάλος","abulomania"
"γαμάω","abumbral"
"γάμος","abumbrellar"
"γάμπα","Abuna"
"γάντι","abundance"
"γάτος","abundances"
"γδύνω","abundancy"
"γείσο","abundant"
"γελάω","Abundantia"
"γέλιο","abundantly"
"γενεά","abune"
"γενιά","abura"
"γέννα","aburabozu"
"γένος","aburagiri"
"γέρμα","aburban"
"γέρνω","Abury"
"γερός","aburst"
"γέρος","aburton"
"γεύμα","abusable"
"γεύση","abusage"
"γήρας","abuse"
"γιαπί","abused"
"γιατί","abusedly"
"γιόμα","abusee"
"γιώτα","abuseful"
"γκάζι","abusefully"
"γκαλά","abusefulness"
"γκάμα","abuser"
"γκάφα","abusers"
"γκέλα","abuses"
"γκέμι","abush"
"γκέτα","abusing"
"γκέτο","abusion"
"γκισέ","abusious"
"γκολφ","abusive"
"γκρας","abusively"
"γκριλ","abusiveness"
"γλίνα","abusivenesses"
"γλύκα","abut"
"γλυκύ","Abuta"
"γλυφή","Abutilon"
"γνέθω","abutilons"
"γνέφω","abutment"
"γνώμη","abutments"
"γνώση","abuts"
"γόνος","abuttal"
"γούβα","abuttals"
"γουδί","abutted"
"γούλα","abutter"
"γουλί","abutters"
"γούνα","abutter's"
"γούρι","abutting"
"γοφός","abuzz"
"γράδο","abv"
"γράσο","abvolt"
"γραφή","abvolts"
"γράφω","abwab"
"γρίπη","abwatt"
"γρόσι","abwatts"
"γυάλα","ac"
"γυαλί","ac-"
"γύπας","a-c"
"γύρος","AC/DC"
"γύψος","ACAA"
"γωνιά","Acacallis"
"γωνία","acacatechin"
"δάκος","acacatechol"
"δάκρυ","Acacea"
"δάσος","Acaceae"
"δασύς","acacetin"
"δαυλί","Acacia"
"δάφνη","Acacian"
"δέηση","acacias"
"δείλι","acaciin"
"δεινά","acacin"
"δείνα","acacine"
"δέλτα","acad"
"δεξιά","academe"
"δέρας","academes"
"δέρμα","Academy"
"δέρνω","academia"
"δεσμά","academial"
"δέσμη","academian"
"δετός","academias"
"δήγμα","Academic"
"δήθεν","academical"
"δήμος","academically"
"διάβα","academicals"
"διάνα","academician"
"διατί","academicians"
"διέπω","academicianship"
"δίεση","academicism"
"διηθώ","academics"
"δίκην","academie"
"δίκιο","academies"
"δικός","academy's"
"διότι","academise"
"δίπλα","academised"
"δίχτυ","academising"
"δίχως","academism"
"διώκω","academist"
"δίωξη","academite"
"δόγης","academization"
"δόγμα","academize"
"δοκός","academized"
"δόλια","academizing"
"δόλος","Academus"
"δόμος","Acadia"
"δόντι","acadialite"
"δότης","Acadian"
"δοτός","Acadie"
"δούλα","Acaena"
"δράκα","acajou"
"δράμα","acajous"
"δράμι","acal"
"δράση","acalculia"
"δρέπω","acale"
"δρόγη","acaleph"
"δυάδα","Acalepha"
"δυάρα","Acalephae"
"δυάρι","acalephan"
"δύτης","acalephe"
"δωρεά","acalephes"
"εβίβα","acalephoid"
"εγγύς","acalephs"
"εγίρα","Acalia"
"εδωδά","acalycal"
"εδώθε","acalycine"
"εθίζω","acalycinous"
"έθιμο","acalyculate"
"έθνικ","Acalypha"
"έθνος","Acalypterae"
"είδος","Acalyptrata"
"είμαι","Acalyptratae"
"είρων","acalyptrate"
"εκατό","Acamar"
"εκλύω","Acamas"
"εκμέκ","Acampo"
"εκράν","acampsia"
"εκρέω","acana"
"εκροή","acanaceous"
"εκρού","acanonical"
"εκτίω","acanth"
"εκτός","acanth-"
"έκτος","acantha"
"ελαία","Acanthaceae"
"έλαιο","acanthaceous"
"έλαση","acanthad"
"ελάτε","Acantharia"
"ελάτη","acanthi"
"ελάτι","Acanthia"
"έλατο","acanthial"
"ελάφι","acanthin"
"έλεος","acanthine"
"έλικα","acanthion"
"έλκος","acanthite"
"ελκύω","acantho-"
"έμπυο","acanthocarpous"
"ενάγω","Acanthocephala"
"ένδον","acanthocephalan"
"ενδύω","Acanthocephali"
"ένεκα","acanthocephalous"
"ενεός","Acanthocereus"
"ένεση","acanthocladous"
"ενέχω","Acanthodea"
"ένθεν","acanthodean"
"εννέα","Acanthodei"
"εννοώ","Acanthodes"
"ενόσω","acanthodian"
"ενοχή","Acanthodidae"
"εντός","Acanthodii"
"ενώνω","Acanthodini"
"ένωση","acanthoid"
"εξάγω","Acantholimon"
"εξάδα","acantholysis"
"έξαλα","acanthology"
"εξάρα","acanthological"
"εξάρι","acanthoma"
"έξαψη","acanthomas"
"εξεμώ","Acanthomeridae"
"εξέχω","acanthon"
"εξηγώ","Acanthopanax"
"έξοδο","Acanthophis"
"εξοχή","acanthophorous"
"εξπέρ","acanthopod"
"εξτρά","acanthopodous"
"έξτρα","acanthopomatous"
"εξωθώ","acanthopore"
"έξωση","acanthopteran"
"εορτή","Acanthopteri"
"επάγω","acanthopterygian"
"επάνω","Acanthopterygii"
"επαφή","acanthopterous"
"επέχω","acanthoses"
"επιζώ","acanthosis"
"εποχή","acanthotic"
"έποψη","acanthous"
"επωδή","Acanthuridae"
"έριδα","Acanthurus"
"ερίζω","acanthus"
"ερμής","acanthuses"
"έρμος","acanthuthi"
"έρπης","acapnia"
"έρπων","acapnial"
"ερωτώ","acapnias"
"εσαεί","acappella"
"εσάνς","acapsular"
"εσμός","acapu"
"έσοδο","Acapulco"
"εσοχή","acara"
"εστέτ","Acarapis"
"εστία","acarari"
"ευδία","acardia"
"ευθύς","acardiac"
"ευνοώ","acardite"
"εύρος","acari"
"ευρύς","acarian"
"έφεση","acariasis"
"έφηβη","acariatre"
"εχθρά","acaricidal"
"έχθρα","acaricide"
"έχτρα","acarid"
"έωλος","Acarida"
"ζαβός","acaridae"
"ζάντα","acaridan"
"ζαριά","acaridans"
"ζάφτι","Acaridea"
"ζέβρα","acaridean"
"ζελές","acaridomatia"
"ζενίθ","acaridomatium"
"ζέστα","acarids"
"ζέστη","acariform"
"ζεύξη","Acarina"
"ζέχνω","acarine"
"ζήλια","acarines"
"ζήλος","acarinosis"
"ζημιά","Acarnan"
"ζημία","acarocecidia"
"ζητάω","acarocecidium"
"ζόμπι","acarodermatitis"
"ζούδι","acaroid"
"ζούλα","acarol"
"ζουμί","acarology"
"ζούρα","acarologist"
"ζόφος","acarophilous"
"ζυγός","acarophobia"
"ζύθος","acarotoxic"
"ζώδιο","acarpellous"
"ζωμός","acarpelous"
"ηδονή","acarpous"
"ηθική","Acarus"
"ηθμός","ACAS"
"ήλιος","acast"
"ημέρα","Acastus"
"ήπιος","acatalectic"
"ηρεμώ","acatalepsy"
"ήρωας","acatalepsia"
"ήσσων","acataleptic"
"ήττον","acatallactic"
"ηχείο","acatamathesia"
"θάλλω","acataphasia"
"θάλπω","acataposis"
"θαρρώ","acatastasia"
"θαύμα","acatastatic"
"θέαμα","acate"
"θέαση","acategorical"
"θείος","acater"
"θέλγω","acatery"
"θέμις","acates"
"θεριό","acatharsy"
"θέρμη","acatharsia"
"θέρος","acatholic"
"θέσει","acaudal"
"θετός","acaudate"
"θεωρώ","acaudelescent"
"θηλιά","acaulescence"
"θήλυς","acaulescent"
"θηρίο","acauline"
"θλάση","acaulose"
"θλίβω","acaulous"
"θλίψη","ACAWS"
"θολός","ACB"
"θόλος","ACBL"
"θόριο","ACC"
"θράκα","acc."
"θραύω","acca"
"θρέφω","accable"
"θρέψη","Accad"
"θρηνώ","accademia"
"θρονί","Accadian"
"θυμός","Accalia"
"θύμος","acce"
"θυσία","accede"
"θύτης","acceded"
"θώκος","accedence"
"θωμάς","acceder"
"θωριά","acceders"
"ίδιος","accedes"
"ιδίως","acceding"
"ιδρύω","accel"
"ιερός","accel."
"ίζημα","accelerable"
"ιλαρά","accelerando"
"ίντεξ","accelerant"
"ίντσα","accelerate"
"ιόνιο","accelerated"
"ίππος","acceleratedly"
"ίριδα","accelerates"
"ισάζω","accelerating"
"ίσαμε","acceleratingly"
"ίσιος","acceleration"
"ισλάμ","accelerations"
"ιστίο","accelerative"
"ιστός","accelerator"
"ισχίο","acceleratory"
"ισχύς","accelerators"
"ισχύω","accelerograph"
"ίσωμα","accelerometer"
"ιχθύς","accelerometers"
"ίχνος","accelerometer's"
"ιώδης","accend"
"ιώδιο","accendibility"
"κάβος","accendible"
"καδής","accensed"
"κάδος","accension"
"κάδρο","accensor"
"καθώς","accent"
"καΐκι","accented"
"καΐλα","accenting"
"κακάο","accentless"
"κακία","accentor"
"κάκια","accentors"
"κακός","accents"
"κάλιο","accentuable"
"κάλμα","accentual"
"καλός","accentuality"
"κάλος","accentually"
"κάλπη","accentuate"
"καμπή","accentuated"
"κάμψη","accentuates"
"κάνας","accentuating"
"κανίς","accentuation"
"κάννη","accentuations"
"κάπνα","accentuator"
"κάπου","accentus"
"κάπως","accept"
"καράς","acceptability"
"κάργα","acceptabilities"
"κάρμα","acceptable"
"καρνέ","acceptableness"
"κάρτα","acceptably"
"κάρυο","acceptance"
"καρφί","acceptances"
"κάσκα","acceptance's"
"κάστα","acceptancy"
"κατής","acceptancies"
"κατώι","acceptant"
"καύλα","acceptation"
"καύμα","acceptavit"
"καύση","accepted"
"καφές","acceptedly"
"κέδρο","acceptee"
"κείθε","acceptees"
"κείνη","accepter"
"κενός","accepters"
"κέρας","acceptilate"
"κέρμα","acceptilated"
"κερνώ","acceptilating"
"κεσές","acceptilation"
"κεχρί","accepting"
"κήπος","acceptingly"
"κηρίο","acceptingness"
"κηρός","acception"
"κήτος","acceptive"
"κιάλι","acceptor"
"κιμάς","acceptors"
"κίσσα","acceptor's"
"κίτρο","acceptress"
"κίχλη","accepts"
"κλαδί","accerse"
"κλάκα","accersition"
"κλάμα","accersitor"
"κλαμπ","access"
"κλάνω","accessability"
"κλάπα","accessable"
"κλάρα","accessary"
"κλαρί","accessaries"
"κλάση","accessarily"
"κλάψα","accessariness"
"κλέβω","accessaryship"
"κλέος","accessed"
"κλήμα","accesses"
"κλήση","accessibility"
"κλίκα","accessibilities"
"κλίμα","accessible"
"κλίνη","accessibleness"
"κλίνω","accessibly"
"κλισέ","accessing"
"κλίση","accession"
"κλομπ","accessional"
"κλοπή","accessioned"
"κλώθω","accessioner"
"κλωνί","accessioning"
"κνήμη","accessions"
"κνίσα","accession's"
"κοάζω","accessit"
"κόγχη","accessive"
"κοινό","accessively"
"κοίτη","accessless"
"κοιτώ","accessor"
"κολάζ","accessory"
"κολάι","accessorial"
"κολάν","accessories"
"κολιέ","accessorii"
"κόλλα","accessorily"
"κόλπο","accessoriness"
"κόμης","accessory's"
"κόμικ","accessorius"
"κόμμα","accessoriusorii"
"κομός","accessorize"
"κόνξα","accessorized"
"κοντά","accessorizing"
"κόπια","accessors"
"κόπος","accessor's"
"κόρδα","acciaccatura"
"κορμί","acciaccaturas"
"κόρνα","acciaccature"
"κόρνο","accidence"
"κόρος","accidency"
"κόρτε","accidencies"
"κορφή","accident"
"κοσμώ","accidental"
"κοτάω","accidentalism"
"κοτλέ","accidentalist"
"κότσι","accidentality"
"κουίζ","accidentally"
"κουκί","accidentalness"
"κούπα","accidentals"
"κουπέ","accidentary"
"κουπί","accidentarily"
"κούρα","accidented"
"κούτα","accidential"
"κουτί","accidentiality"
"κοψιά","accidently"
"κράζω","accident-prone"
"κράμα","accidents"
"κράνο","accidia"
"κράση","accidias"
"κρασί","accidie"
"κρατώ","accidies"
"κρέας","accinge"
"κρέμα","accinged"
"κρέπα","accinging"
"κρέπι","accipenser"
"κρήνη","accipient"
"κρίμα","Accipiter"
"κρίνο","accipitral"
"κρίνω","accipitrary"
"κριός","Accipitres"
"κρίση","accipitrine"
"κροτώ","accipter"
"κρούω","accise"
"κρύβω","accismus"
"κρύος","accite"
"κρώζω","Accius"
"κτήμα","acclaim"
"κτήση","acclaimable"
"κτίζω","acclaimed"
"κτίση","acclaimer"
"κύβος","acclaimers"
"κύημα","acclaiming"
"κύηση","acclaims"
"κύρης","acclamation"
"κυρία","acclamations"
"κύρος","acclamator"
"κύστη","acclamatory"
"κυτίο","acclimatable"
"κύτος","acclimatation"
"κώλος","acclimate"
"κωλύω","acclimated"
"κώνος","acclimatement"
"κωφός","acclimates"
"λάβρα","acclimating"
"λάγνα","acclimation"
"λαγός","acclimations"
"λαδάς","acclimatisable"
"λαδιά","acclimatisation"
"λάζος","acclimatise"
"λάθος","acclimatised"
"λαίδη","acclimatiser"
"λακές","acclimatising"
"λαλιά","acclimatizable"
"λάμδα","acclimatization"
"λάμια","acclimatizations"
"λάμνω","acclimatize"
"λάμπα","acclimatized"
"λάμπω","acclimatizer"
"λάμψη","acclimatizes"
"λαπάς","acclimatizing"
"λαρδί","acclimature"
"λάσκα","acclinal"
"λάσπη","acclinate"
"λάτρα","acclivity"
"λαύρα","acclivities"
"λάχνη","acclivitous"
"λεβιέ","acclivous"
"λείος","accloy"
"λείπω","accoast"
"λειρί","accoy"
"λεκές","accoyed"
