"Thai","English"
"ซึ่งหุ้มเกราะป้องกัน","abient"
"อย่างน่าตื่นตาตื่นใจ","Abies"
"การตัดสิทธิในกองมรดก","abyes"
"เทศบาลรังสฤษดิ์เหนือ","abietate"
"นักต่อสู้เพื่อความดี","abietene"
"สัตว์ครึ่งบกครึ่งน้ำ","abietic"
"แป้นพิมพ์คอมพิวเตอร์","abietin"
"อย่างอยากรู้อยากเห็น","Abietineae"
"การชอบไม้ป่าเดียวกัน","abietineous"
"ความเบี่ยงเบนมาตรฐาน","abietinic"
"สถานการณ์ที่เคอะเขิน","abietite"
"อย่างไม่เท่าเทียมกัน","Abiezer"
"ออกจากความเกี่ยวข้อง","Abigael"
"การทำให้อุปสรรคหมดไป","Abigail"
"พิธีประสาทปริญญาบัตร","abigails"
"ผู้เข้ารอบรองชนะเลิศ","abigailship"
"ผู้อ่านหนังสือไม่ออก","Abigale"
"บรรพบุรุษที่เป็นหญิง","abigeat"
"อย่างไม่เลือกโดยทั่ว","abigei"
"เครื่องเป่าทองเหลือง","abigeus"
"มีคุณสมบัติตามกฎหมาย","Abihu"
"ภาษาอเมริกันอินเดียน","abying"
"เติมสารละลายบัฟเฟอร์","Abijah"
"ผู้ซื้อขายในตลาดหุ้น","Abyla"
"ดินแดนหลังม่านไม้ไผ่","abilao"
"นักเขียนประจำหนังสือ","Abilene"
"เมืองอินเีดียแนโพลิส","abiliment"
"เครื่องเล่นแผ่นเสียง","Abilyne"
"การใช้ปืนใหญ่ระดมยิง","abilitable"
"ผู้เรียกร้องสันติภาพ","ability"
"การรู้จักบันยะบันยัง","abilities"
"ซึ่งให้ความช่วยเหลือ","ability's"
"เครื่องวัดกระแสไฟฟ้า","abilla"
"โซเดียมไตรโพลีฟอสเฟต","abilo"
"ความก้าวหน้าสม่ำเสมอ","abime"
"ใบมีดของรองเท้าสเก็ต","Abimelech"
"หน่วยรบพิเศษของสหรัฐ","Abineri"
"รายการทางด้่านเครดิต","Abingdon"
"การเปลี่ยนแปลงรูปทรง","Abinger"
"รับประทานอาหารเที่ยง","Abington"
"เครื่องบินทิ้งระเบิด","Abinoam"
"ผู้นิยมลัทธิฟาสซิสต์","Abinoem"
"ประธานาธิบดีลิงคอล์น","abintestate"
"ซึ่งไม่มีความยุ่งยาก","abiogeneses"
"การสนทนาระหว่างบุคคล","abiogenesis"
"ภาคตะวันตกเฉียงเหนือ","abiogenesist"
"การยิงพวกเดียวกันเอง","abiogenetic"
"เครื่องตรวจจับสัญญาณ","abiogenetical"
"หน้าที่ยามรักษาการณ์","abiogenetically"
"ที่อยู่ของอินเดียแดง","abiogeny"
"ซึ่งเป็นไปตามข้อตกลง","abiogenist"
"ความสามารถในการละลาย","abiogenous"
"ระดับความสว่างของภาพ","abiology"
"ผู้แลกเปลี่ยนเงินตรา","abiological"
"การพิสูจน์อย่างทารุณ","abiologically"
"ความเชื่อมั่นในตนเอง","abioses"
"ความบกพร่องในการอ่าน","abiosis"
"ต้นการ์เด้นแองเจลิกา","abiotic"
"เครื่องยิงแสงเลเซอร์","abiotical"
"เกี่ยวกับสิ่งแวดล้อม","abiotically"
"ทิศตะวันตกเฉียงเหนือ","abiotrophy"
"การคุ้มครองผู้บริโภค","abiotrophic"
"แอปเปิ้ลนับเป็นผลไม้","Abipon"
"คอกที่อยู่ติดยุ้งฉาง","Abiquiu"
