"Myanmar","English"
"အကောင့်","acorn-shell"
"အကောင်းဆုံး","Acorus"
"အကောင်းမြင်ပါ။","acosmic"
"အကောင်အထည်ဖော်ခြင်း။","acosmism"
"အကောင်အထည်ဖော်ပါ။","acosmist"
"အကဲဖြတ်ခြင်း။","acosmistic"
"အကဲဖြတ်ပါ။","acost"
"အက်ဆစ်","Acosta"
"အက်ပ်","acotyledon"
"အခကြေးငွေ","acotyledonous"
"အခက်","acouasm"
"အခက်အခဲ","acouchi"
"အခန်း","acouchy"
"အခန်းကဏ္ဍ","acoumeter"
"အခမဲ့","acoumetry"
"အခမ်းအနား","acounter"
"အချက်","acouometer"
"အချက်ပြ","acouophonia"
"အချက်ပေး","acoup"
"အချက်အလက်","acoupa"
"အချစ်","acoupe"
"အချစ်ဇာတ်လမ်း","acousma"
"အချစ်ရေး","acousmas"
"အချစ်ရဲ့","acousmata"
"အချိန်","acousmatic"
"အချိန်ကြာမြင့်စွာ","acoustic"
"အချိန်ကိုက်","acoustical"
"အချိန်ဇယား","acoustically"
"အချိန်ပြည့်","acoustician"
"အချိန်မရွေး","acoustico-"
"အချို့","acousticolateral"
"အချိုး","Acousticon"
"အချိုးအစား","acousticophobia"
"အချိုပွဲ","acoustics"
"အခြား","acoustoelectric"
"အခြားရွေးချယ်စရာ","ACP"
"အခြေခံ","acpt"
"အခြေခံကျ","acpt."
"အခြေခံအဆောက်အဦ","Acquah"
"အခြေခံအားဖြင့်","acquaint"
"အခြေခံအုတ်မြစ်","acquaintance"
"အခြေခံဥပဒေ","acquaintances"
"အခြေချပါ။","acquaintance's"
"အခြေအနေ","acquaintanceship"
"အခွံ","acquaintanceships"
"အခွံမာသီး","acquaintancy"
"အခွင့်ထူး","acquaintant"
"အခွင့်အလမ်း","acquainted"
"အခွင့်အလမ်း","acquaintedness"
"အခွန်","acquainting"
"အခွန်ထမ်း","acquaints"
"အခွေ","Acquaviva"
"အခါတိုင်း","acquent"
"အခါသမယ","acquereur"
"အခိုင်အမာ","acquest"
"အဂတိလိုက်စားမှု","acquests"
"အငယ်တန်း","acquiesce"
"အငြင်းပွား","acquiesced"
"အငြင်းပွားဖွယ်","acquiescement"
"အငြင်းပွားမှု","acquiescence"
"အငြိမ်းစား","acquiescences"
"အငှား","acquiescency"
"အငှားကား","acquiescent"
"အင်ဂျင်","acquiescently"
"အင်ဂျင်နီယာ","acquiescer"
"အင်စတီကျု","acquiesces"
"အင်တာနက်","acquiescing"
"အင်တာဖေ့စ်","acquiescingly"
"အင်တာဗျူး","acquiesence"
"အင်ပါယာ","acquiet"
"အင်အား","acquirability"
"အင်္ကျီ","acquirable"
"အင်္ဂလိပ်","acquire"
"အင်္ဂါ","acquired"
"အင်္ဂါနေ့","acquirement"
"အင်္ဂါရပ်","acquirements"
"အစ","acquirenda"
"အစက်","acquirer"
"အစစ်အမှန်","acquirers"
"အစဉ်အလာ","acquires"
"အစည်းအဝေး","acquiring"
"အစပျိုး","acquisible"
"အစပျိုးမှု","acquisita"
"အစပိုင်း","acquisite"
"အစမ်း","acquisited"
"အစွန်း","acquisition"
"အစွန်းရောက်","acquisitional"
"အစွမ်းထက်","acquisitions"
"အစား","acquisition's"
"အစားထိုး","acquisitive"
"အစားထိုးပါ။","acquisitively"
"အစားအသောက်","acquisitiveness"
"အစိတ်အပိုင်း","acquisitor"
"အစိမ်းရောင်","acquisitum"
"အစိုးရ","acquist"
"အစိုးရရှေ့နေ","acquit"
"အစိုးရအဖွဲ့ဝင်","acquital"
"အစိုင်အခဲ","acquitment"
"အစီရင်ခံခြင်း။","acquits"
"အစီရင်ခံစာ","acquittal"
"အစီအစဉ်","acquittals"
"အစုံ","acquittance"
"အစုစပ်","acquitted"
"အစုစု","acquitter"
"အစုလိုက်အပြုံလိုက်","acquitting"
"အစုအဖွဲ့","acquophonia"
"အစေခံ","acr-"
"အစ္စရေး","Acra"
"အစ္စလာမ်","Acrab"
"အစ်ကို","acracy"
"အဆက်မပြတ်","Acraea"
"အဆင့်","acraein"
"အဆင့်မြင့်","Acraeinae"
"အဆင့်မြှင့်ခြင်း။","acraldehyde"
"အဆင့်သတ်မှတ်ချက်","Acrania"
"အဆင်ပြေတယ်။","acranial"
"အဆင်ပြေပါတယ်။","acraniate"
"အဆင်မပြေ","acrasy"
"အဆင်သင့်","acrasia"
"အဆစ်","Acrasiaceae"
"အဆိပ်","Acrasiales"
"အဆိုတော်","acrasias"
"အဆိုပြုချက်","Acrasida"
"အဆိုပြုသည်။","Acrasieae"
"အဆိုပါ","acrasin"
"အဆီ","acrasins"
"အဆုံး","Acraspeda"
"အဆုံးစွန်","acraspedote"
"အဆုံးမဲ့","acratia"
"အဆုတ်","acraturesis"
"အဆောက်အဦ","acrawl"
"အညစ်အကြေး","acraze"
"အညွှန်း","Acre"
"အညိုရောင်","acreable"
"အညီအမျှ","acreage"
"အဋ္ဌမ","acreages"
"အတင်း","acreak"
"အတည်ပြု","acream"
"အတည်ပြုချက်","acred"
"အတည်ပြုပါ။","acre-dale"
"အတန်း","Acredula"
"အတွင်း","acre-foot"
"အတွင်းစိတ်","acre-inch"
"အတွင်းပိုင်း","acreman"
"အတွင်းရေးမှူး","acremen"
"အတွေ့အကြုံ","Acres"
"အတွေ့အကြုံရှိ","acre's"
"အတွေး","acrestaff"
"အတွဲ","a-cry"
"အတားအဆီး","acrid"
"အတိတ်","acridan"
"အတိအကျ","acridane"
"အတိအလင်း","acrider"
"အတိုက်အခံ","acridest"
"အတိုချုံး","acridian"
"အတိုင်းအတာ","acridic"
"အတိုင်ပင်ခံ","acridid"
"အတု","Acrididae"
"အတုယူစရာ","Acridiidae"
"အတုယူပါ။","acridyl"
"အတူ","acridin"
"အတူတူပါပဲ။","acridine"
"အတူလိုက်ပါ","acridines"
"အတော်လေး","acridinic"
"အတော်အတန်","acridinium"
"အတ္တ","acridity"
"အထက်","acridities"
"အထက်တန်းစား","Acridium"
"အထက်လွှတ်တော်","Acrydium"
"အထက်လွှတ်တော်အမတ်","acridly"
"အထင်ကြီးစရာ","acridness"
"အထင်ကြီးမှု၊","acridnesses"
"အထင်ကြီးသည်။","acridone"
"အထည်","acridonium"
"အထွက်","acridophagus"
"အထွတ်အထိပ်","acriflavin"
"အထွေထွေ","acriflavine"
"အထီး","acryl"
"အထီးကျန်","acrylaldehyde"
"အထုပ်","Acrilan"
"အထူ","acrylate"
"အထူး","acrylates"
"အထူးကု","acrylic"
"အထူးပြု","acrylics"
"အထူးသဖြင့်","acrylyl"
"အထူးသီးသန့်","acrylonitrile"
"အထူးအဆန်း","acrimony"
"အထေ့အငေါ့","acrimonies"
"အထောက်အကူ","acrimonious"
"အထောက်အထား","acrimoniously"
"အဒေါ်","acrimoniousness"
"အဓိက","acrindolin"
"အဓိကရုဏ်း","acrindoline"
"အဓိကအားဖြင့်","acrinyl"
"အဓိကအားဖြင့်","acrisy"
"အဓိပတိ","acrisia"
"အဓိပါယ်","Acrisius"
"အဓိပ္ပာယ်","Acrita"
"အဓိပ္ပါယ်","acritan"
"အဓိပ္ပါယ်ရှိသော","acrite"
"အနံ့","acrity"
"အနက်","acritical"
"အနက်ရောင်","acritochromacy"
"အနည်းငယ်","acritol"
"အနည်းဆုံး","acritude"
"အနွေးထည်","ACRNEMA"
"အနှစ်ချုပ်","acro-"
"အနှစ်သာရ","Acroa"
"အနှောက်အယှက်","acroaesthesia"
"အနာ","acroama"
"အနားမှာ","acroamata"
"အနားယူပါ။","acroamatic"
"အနားသတ်","acroamatical"
"အနာဂတ်","acroamatics"
"အနိုင်နိုင်","acroanesthesia"
"အနိုင်ရ","acroarthritis"
"အနိုင်ရသူ","acroasis"
"အနီး","acroasphyxia"
"အနီးကပ်","acroataxia"
"အနီးနား","acroatic"
"အနီေရာင်","acrobacy"
"အနုတ်လက္ခဏာ","acrobacies"
"အနုပညာ","acrobat"
"အနုပညာရှင်","Acrobates"
"အနုမြူ","acrobatholithic"
"အနောက်","acrobatic"
"အနောက်တိုင်း","acrobatical"
"အနောက်တောင်","acrobatically"
"အနောက်မြောက်","acrobatics"
"အန္တရာယ်","acrobatism"
"အန္တရာယ်ကင်းစွာ","acrobats"
"အန္တရာယ်ရှိသည်။","acrobat's"
"အပင်","acrobystitis"
"အပတ်စဉ်","acroblast"
"အပျော်စီး","acrobryous"
"အပြင်ဘက်","Acrocarpi"
"အပြင်မှာ","acrocarpous"
"အပြင်အဆင်","acrocentric"
"အပြစ်","acrocephaly"
"အပြစ်တင်","acrocephalia"
"အပြစ်ဒဏ်","acrocephalic"
"အပြစ်ပေး","acrocephalous"
"အပြစ်မရှိ။","Acrocera"
"အပြစ်ရှိသည်။","Acroceratidae"
"အပြည့်","Acroceraunian"
"အပြည့်အဝ","Acroceridae"
"အပြန်အလှန်","Acrochordidae"
"အပြန်အလှန်ဆက်သွယ်ပါ။","Acrochordinae"
"အပြာ","acrochordon"
"အပြုသဘော","acrocyanosis"
"အပြုအမူ","acrocyst"
"အပြေးသမား","acrock"
"အပါအဝင်","Acroclinium"
"အပို","Acrocomia"
"အပိုင်","acroconidium"
"အပိုင်း","acrocontracture"
"အပိုင်းအခြား","acrocoracoid"
"အပိုင်းအစ","Acrocorinth"
"အပိုဆောင်း","acrodactyla"
"အပူ","acrodactylum"
"အပူချိန်","acrodermatitis"
"အပူတပြင်း","acrodynia"
"အပူပိုင်းဒေသ","acrodont"
"အပေးအယူ","acrodontism"
"အပေါက်","acrodonts"
"အပေါင်း","acrodrome"
"အပေါ်ထပ်","acrodromous"
"အပေါ်ပိုင်း","Acrodus"
"အပေါ်သို့","acroesthesia"
"အပ်","acrogamy"
"အပ်ဒိတ်","acrogamous"
"အပ်နှံပါ။","acrogen"
"အဖြစ်","acrogenic"
"အဖြစ်မှန်","acrogenous"
"အဖြစ်အပျက်","acrogenously"
"အဖြူ","acrogens"
"အဖွင့်","Acrogynae"
"အဖွား","acrogynous"
"အဖွဲ့","acrography"
"အဖွဲ့ဝင်","acrolein"
"အဖွဲ့အစည်း","acroleins"
"အဖွဲ့အစည်းဆိုင်ရာ","acrolith"
"အဖိုး","acrolithan"
"အဖိုးတန်","acrolithic"
"အဖေ","acroliths"
"အဖော်","acrology"
"အဘယ်ကြောင့်","acrologic"
"အဘို့","acrologically"
"အမည်စာရင်းတင်သွင်း","acrologies"
"အမည်စာရင်းတင်သွင်းခြင်း။","acrologism"
"အမည်မသိ","acrologue"
"အမတ်","acromania"
"အများကြီး","acromastitis"
"အများစု","acromegaly"
"အများဆန္ဒ","acromegalia"
"အများဆုံး","acromegalic"
"အများသူငှာ","acromegalies"
"အများအပြား","acromelalgia"
"အများအားဖြင့်","acrometer"
"အများအားဖြင့်","acromia"
"အမျိုးမျိုး","acromial"
"အမျိုးသမီး","acromicria"
"အမျိုးသား","acromimia"
"အမျိုးအစား","acromioclavicular"
"အမျိုးအစားခွဲပါ။","acromiocoracoid"
"အမြင့်","acromiodeltoid"
"အမြင်","Acromyodi"
"အမြင်အာရုံ","acromyodian"
"အမြစ်","acromyodic"
"အမြတ်","acromyodous"
"အမြတ်ထုတ်သည်။","acromiohyoid"
"အမြတ်အစွန်း","acromiohumeral"
"အမြန်","acromion"
"အမြီး","acromioscapular"
"အမြဲတမ်း","acromiosternal"
"အမွှာ","acromiothoracic"
"အမွေ","acromyotonia"
"အမွေအနှစ်","acromyotonus"
"အမှတ်","acromonogrammatic"
"အမှတ်တံဆိပ်","acromphalus"
"အမှတ်တရ","acron"
"အမှတ်အသား","acronal"
"အမှန်တကယ်","acronarcotic"
"အမှန်တရား","acroneurosis"
"အမှား","acronic"
"အမှားပြင်ဆင်ခြင်း။","acronyc"
"အမှိုက်","acronical"
"အမှိုက်ပုံ","acronycal"
"အမှုဆောင်","acronically"
"အမှုတွဲ","acronycally"
"အမှုထမ်း","acronych"
"အမှုန့်","acronichal"
"အမှုန်","acronychal"
"အမှောင်","acronichally"
"အမိန့်","acronychally"
"အမိုးအကာ","acronychous"
"အမိုက်စား","Acronycta"
"အမုန်းတရား","acronyctous"
"အမူအရာ","acronym"
"အမေ","acronymic"
"အမေရိကန်","acronymically"
"အမဲချိတ်တွင်","acronymize"
"အမဲလိုက်","acronymized"
"အမဲလိုက်ခြင်း။","acronymizing"
"အမဲသား","acronymous"
"အယူခံဝင်","acronyms"
"အယူဝါဒ","acronym's"
"အယူအဆ","acronyx"
"အယ်ဒီတာ","acronomy"
"အယ်ဖာ","acrook"
"အရံ","acroparalysis"
"အရ၊","acroparesthesia"
"အရက်","acropathy"
"အရင်းခံ","acropathology"
"အရင်းရှင်စနစ်","acropetal"
"အရင်းအမြစ်","acropetally"
"အရင်က","acrophobia"
"အရည်","acrophonetic"
"အရည်ပျော်","acrophony"
"အရည်အချင်းပြည့်မီ","acrophonic"
"အရည်အသွေး","acrophonically"
"အရန်သိမ်း","acrophonies"
"အရပ်ဘက်","acropodia"
"အရပ်ရှည်တယ်။","acropodium"
"အရပ်သား","acropoleis"
"အရမ်း","Acropolis"
"အရမ်းကောင်းတယ်။","acropolises"
"အရမ်းကောင်းတဲ့","acropolitan"
"အရွက်","Acropora"
"အရွယ်အစား","acropore"
"အရသာ","acrorhagus"
"အရှည်","acrorrheuma"
"အရှိန်","acrosarc"
"အရှိန်အဟုန်","acrosarca"
"အရှုပ်တော်ပုံ","acrosarcum"
"အရှေ့","acroscleriasis"
"အရှေ့တောင်","acroscleroderma"
"အရှေ့ပိုင်း","acroscopic"
"အရှေ့မြောက်","acrose"
"အရာ","acrosome"
"အရာရှိ","acrosomes"
"အရာဝတ္ထု","acrosphacelus"
"အရာအားလုံး","acrospire"
"အရိပ်","acrospired"
"အရိုး","acrospiring"
"အရုဏ်တက်","acrospore"
"အရုပ်","acrosporous"
"အရူး","across"
"အရေး","across-the-board"
"အရေးကြီးတယ်။","acrostic"
"အရေးကြီးတာက","acrostical"
"အရေးပါပုံ","acrostically"
"အရေးပေါ်","acrostichal"
"အရေးအသား","Acrosticheae"
"အရေပြား","acrostichic"
"အရောင်","acrostichoid"
"အရောင်း","Acrostichum"
"အရောအနှော","acrosticism"
"အလံ","acrostics"
"အလင်း","acrostolia"
"အလင်းတန်း","acrostolion"
"အလင်္ကာ","acrostolium"
"အလည်အပတ်","acrotarsial"
"အလယ်","acrotarsium"
"အလယ်တန်း","acroteleutic"
"အလယ်အလတ်","acroter"
"အလွန်","acroteral"
"အလွန်ကောင်းမွန်တဲ့","acroteria"
"အလွန်အကျွံ","acroterial"
"အလွန်အမင်း","acroteric"
"အလွယ်တကူ","acroterion"
"အလွှာ","acroterium"
"အလွဲသုံးစားလုပ်","acroterteria"
"အလှည့်","Acrothoracica"
"အလှတရား","acrotic"
"အလှူငွေ","acrotism"
"အလှူရှင်","acrotisms"
"အလားတူ","acrotomous"
"အလားအလာ","Acrotreta"
"အလို","Acrotretidae"
"အလိုမကျခြင်း","acrotrophic"
"အလိုအလျောက်","acrotrophoneurosis"
"အလုံးလိုက်","Acrux"
"အလုပ်","ACRV"
"အလုပ်ခန့်","ACS"
"အလုပ်ခွင်","ACSE"
"အလုပ်များ","ACSNET"
"အလုပ်ရှင်","ACSU"
"အလုပ်ရှုပ်သည်","ACT"
"အလုပ်ရုံ","Acta"
"အလုပ်လက်မဲ့","actability"
"အလုပ်လုပ်","actable"
"အလုပ်လုပ်တဲ့","Actaea"
"အလုပ်သမား","Actaeaceae"
"အလုပ်အကိုင်","Actaeon"
"အလုအယက်","Actaeonidae"
"အလေးချိန်","acted"
"အလေးပေး","actg"
"အလေးအနက်ထား","actg."
"အလောင်းအစား","ACTH"
"အဝတ်","Actiad"
"အဝတ်တွေ","Actian"
"အဝတ်အစား","actify"
"အဝါရောင်","actification"
"အဝေး","actifier"
"အဝေးပြေးလမ်း","actin"
"အွန်လိုင်း","actin-"
"အွမ်","actinal"
"အသံ","actinally"
"အသံတိတ်","actinautography"
"အသံအတိုးအကျယ်","actinautographic"
"အသက်","actine"
"အသက်မွေးဝမ်းကျောင်း","actinenchyma"
"အသက်ရှင်","acting"
"အသက်ရှင်ကျန်ရစ်သူ","acting-out"
"အသက်ရှင်လျက်","actings"
"အသက်ရှု","Actinia"
"အသက်ရှူ","actiniae"
"အသင်း","actinian"
"အသင်းဖော်","actinians"
"အသင်းဝင်","Actiniaria"
"အသင်းအဖွဲ့","actiniarian"
"အသစ်","actinias"
"အသည်း","actinic"
"အသည်းအသန်","actinical"
"အသနားခံ","actinically"
"အသနားခံစာ","actinide"
"အသွင်ပြောင်း","actinides"
"အသွင်ပြောင်းခြင်း။","Actinidia"
"အသွင်အပြင်","Actinidiaceae"
"အသွားအလာ","actiniferous"
"အသား","actiniform"
"အသားညှပ်ပေါင်မုန့်","actinine"
"အသားပေး","actiniochrome"
"အသိဉာဏ်","actiniohematin"
"အသိပညာ","Actiniomorpha"
"အသိပေးစာ","actinism"
"အသိအမှတ်ပြု","actinisms"
"အသိအမှတ်ပြုပါ။","Actinistia"
"အသိအမှတ်ပြုမှု","actinium"
"အသိုက်","actiniums"
"အသိုင်းအဝိုင်း","actino-"
"အသီး","actinobaccilli"
"အသီးသီး","actinobacilli"
"အသုံးချပါ။","actinobacillosis"
"အသုံးစရိတ်","actinobacillotic"
"အသုံးပြု","Actinobacillus"
"အသုံးပြုခံ့","actinoblast"
"အသုံးပြုမှု","actinobranch"
"အသုံးပြုသူကို","actinobranchia"
"အသုံးမကျ","actinocarp"
"အသုံးဝင်မှု","actinocarpic"
"အသုံးဝင်သည်။","actinocarpous"
"အသုံးအနှုန်း","actinochemical"
"အသုံးအနှုန်းများ","actinochemistry"
"အသုဘ","actinocrinid"
"အသေးစိတ်","Actinocrinidae"
"အသေးအဖွဲ","actinocrinite"
"အသေအပျောက်","Actinocrinus"
"အဟီး","actinocutitis"
"အဟောင်း","actinodermatitis"
"အားကစား","actinodielectric"
"အားကစားကွင်း","actinodrome"
"အားကစားရုံ","actinodromous"
"အားကစားသမား","actinoelectric"
"အားကိုး","actinoelectrically"
"အားကိုးရာ","actinoelectricity"
"အားကောင်း","actinogonidiate"
"အားနည်းချက်","actinogram"
"အားနည်းတယ်။","actinograph"
"အားပေးစကား","actinography"
"အားပေးပါ။","actinographic"
"အားဖြင့်","actinoid"
"အားဖြည့်","Actinoida"
"အားလပ်ရက်","Actinoidea"
"အားလျော်စွာ","actinoids"
"အားလုံး","actinolite"
"အားသာချက်","actinolitic"
"အာကာသ","actinology"
"အာဏာပိုင်","actinologous"
"အာဖရိက","actinologue"
"အာဖရိကန်-အမေရိကန်","actinomere"
"အာမခံ","actinomeric"
"အာမခံချက်","actinometer"
"အာရပ်","actinometers"
"အာရှ","actinometry"
"အာရုံကြော","actinometric"
"အာရုံခံကိရိယာ","actinometrical"
"အာရုံခံစားမှု","actinometricy"
"အာရုံစူးစိုက်ပါ။","Actinomyces"
"အာရုံစူးစိုက်မှု","actinomycese"
"အာရုံပြောင်း","actinomycesous"
"အာလူး","actinomycestal"
"အာဟာရ","Actinomycetaceae"
"အိတ်","actinomycetal"
"အိတ်ကပ်","Actinomycetales"
"အိန္ဒိယ","actinomycete"
"အိပ်","actinomycetous"
"အိပ်ခန်း","actinomycin"
"အိပ်ပျော်","actinomycoma"
"အိပ်ပါ။","actinomycosis"
"အိပ်မက်","actinomycosistic"
"အိပ်မက်ဆိုး","actinomycotic"
"အိပ်ရာ","Actinomyxidia"
"အိပ်ရာခင်း","Actinomyxidiida"
"အိမ်","actinomorphy"
"အိမ်ခြံမြေ","actinomorphic"
"အိမ်စာ","actinomorphous"
"အိမ်ထောင်ဖက်","actinon"
"အိမ်ထောင်ရေး","Actinonema"
"အိမ်ထောင်သည်","actinoneuritis"
"အိမ်နီးချင်း","actinons"
"အိမ်နောက်ဖေး","actinophone"
"အိမ်မွေးတိရစ္ဆာန်","actinophonic"
"အိမ်ရှင်","actinophore"
"အိမ်ရာ","actinophorous"
"အိမ်သာ","actinophryan"
"အိမ်သား","Actinophrys"
"အို","actinopod"
"အိုး","Actinopoda"
"အိုးပုတ်","actinopraxis"
"အိုးမဲ့အိမ်မဲ့","actinopteran"
"အိုး-ဟမ်","Actinopteri"
"အိုင်ကွန်","actinopterygian"
"အိုင်ယာလန်","Actinopterygii"
"အိုလံပစ်","actinopterygious"
"အီးမေးလ်","actinopterous"
"အီတလီ","actinoscopy"
"အီရတ်","actinosoma"
"အီရန်","actinosome"
"အီလက်ထရောနစ်","Actinosphaerium"
"အုတ်","actinost"
"အုပ်ချုပ်ရေး","actinostereoscopy"
"အုပ်ချုပ်ရေးမှူး","actinostomal"
"အုပ်ချုပ်သည်။","actinostome"
"အုပ်ထိန်းသူ","actinotherapeutic"
"အူ","actinotherapeutics"
"အူတိုင်","actinotherapy"
"အေး","actinotoxemia"
"အေးခဲ","actinotrichium"
"အေးဂျင့်","actinotrocha"
"အေးဆေး","actinouranium"
"အေးတယ်။","Actinozoa"
"အေဂျင်စီ","actinozoal"
"အောက်ခြေ","actinozoan"
"အောက်ဆီဂျင်","actinozoon"
"အောက်တွင်","actins"
"အောက်တိုဘာလ","actinula"
"အောက်ပိုင်း","actinulae"
"အောက်မှာ","action"
"အောင်စ","actionability"
"အောင်ပွဲ","actionable"
"အောင်မြင်စွာ","actionably"
"အောင်မြင်ပါစေ။","actional"
"အောင်မြင်မှု","actionary"
"အောင်မြင်ရန်","actioner"
"အောင်မြင်သည်။","actiones"
"အော်","actionist"
"အော်ဂဲနစ်","actionize"
"အော်တယ်။","actionized"
"အော်တို","actionizing"
"အော်ပရာ","actionless"
"အော်ပရေတာ","actions"
"အဲ့ဒီတော့","action's"
"အဲဒါ","action-taking"
"အဲဒါတွေ","actious"
"အဲဒီလို","Actipylea"
"ဤသို့ဖြင့်","Actis"
"ဥက္ကဌ","Actium"
"ဥပဒေ","activable"
"ဥပဒေပြုရေး","activate"
"ဥပဒေပြုလွှတ်တော်","activated"
"ဥပမာ","activates"
"ဥမင်လိုဏ်ခေါင်း","activating"
"ဥယျာဉ်","activation"
"ဥရောပ","activations"
"ဦးချို","activator"
"ဦးခေါင်းခွံ","activators"
"ဦးစားပေး","activator's"
"ဦးဆောင်","active"
"ဦးညွှတ်","active-bodied"
"ဦးတည်ချက်","actively"
"ဦးတည်ရာ","active-limbed"
"ဦးထုပ်","active-minded"
"ဦးနှောက်","activeness"
"ဦးလေး","actives"
"ဧက","activin"
"ဧကရာဇ်","activism"
"ဧည့်ခံသည်။","activisms"
"ဧည့်ခန်း","activist"
"ဧည့်သည်","activistic"
"ဧပြီလ","activists"
"ဧရာ","activist's"
"ဧရိယာ","activital"
"ဧဝံဂေလိတရား","activity"
"ဩဂုတ်လ","activities"
"ဩဇာရှိသော","activity's"
