"Turkish","English"
"akçaağaç","absent-mindedness"
"akçakavak","absentmindednesses"
"akçakesme","absentness"
"akçalama","absents"
"akçalamak","absfarad"
"akçalı","abshenry"
"akçasal","Abshier"
"akçayel","Absi"
"akçe","absinth"
"akçı","absinthe"
"akçıl","absinthes"
"akçıllanma","absinthial"
"akçıllanmak","absinthian"
"akçıllaşma","absinthiate"
"akçıllaşmak","absinthiated"
"akçıllık","absinthiating"
"akçın","absinthic"
"akçöpleme","absinthiin"
"akdarı","absinthin"
"akdedilme","absinthine"
"akdedilmek","absinthism"
"akdeniz","absinthismic"
"akdetme","absinthium"
"akdetmek","absinthol"
"akdiken","absinthole"
"akdoğan","absinths"
"akdut","Absyrtus"
"akedemi","absis"
"akemi","absist"
"akgünlü","absistos"
"akgünlük","absit"
"akhardal","absmho"
"akı","absohm"
"akıbet","absoil"
"akıbetine","absolent"
"akıbudak","Absolute"
"akıcı","absolutely"
"akıcılık","absoluteness"
"akıl","absoluter"
"akılcı","absolutes"
"akılcılık","absolutest"
"akılda","absolution"
"akıldan","absolutions"
"akıldışı","absolutism"
"akılık","absolutist"
"akıllandırma","absolutista"
"akıllandırmak","absolutistic"
"akıllanma","absolutistically"
"akıllanmak","absolutists"
"akıllanmış","absolutive"
"akıllara","absolutization"
"akıllı","absolutize"
"akıllıca","absolutory"
"akıllılık","absolvable"
"akılsal","absolvatory"
"akılsallaştırma","absolve"
"akılsallaştırmak","absolved"
"akılsız","absolvent"
"akılsızca","absolver"
"akılsızlık","absolvers"
"akım","absolves"
"akımcı","absolving"
"akımlı","absolvitor"
"akımölçer","absolvitory"
"akımtoplar","absonant"
"akın","absonous"
"akıncı","absorb"
"akıncılık","absorbability"
"akındırık","absorbable"
"akınkayası","absorbance"
"akıntı","absorbancy"
"akıntılı","absorbant"
"akıntıölçer","absorbed"
"akıntıya","absorbedly"
"akıp","absorbedness"
"akış","absorbefacient"
"akışkan","absorbency"
"akışkanlaşma","absorbencies"
"akışkanlaşmak","absorbent"
"akışkanlaştırıcı","absorbents"
"akışkanlaştırıcılık","absorber"
"akışkanlaştırma","absorbers"
"akışkanlaştırmak","absorbing"
"akışkanlık","absorbingly"
"akışkansı","absorbition"
"akışma","absorbs"
"akışmalı","absorbtion"
"akışmaz","absorpt"
"akışmazlık","absorptance"
"akışölçer","absorptiometer"
"akıtma","absorptiometric"
"akıtmak","absorption"
"akıtmalı","absorptional"
"akide","absorptions"
"akidesi","absorption's"
"akideyi","absorptive"
"akif","absorptively"
"akife","absorptiveness"
"akik","absorptivity"
"akil","absquatulate"
"akilane","absquatulation"
"akim","abstain"
"akis","abstained"
"akit","abstainer"
"akkan","abstainers"
"akkaraman","abstaining"
"akkarınca","abstainment"
"akkarıncalar","abstains"
"akkavak","abstemious"
"akkefal","abstemiously"
"akkelebek","abstemiousness"
"akkız","abstention"
"akkirpani","abstentionism"
"akkor","abstentionist"
"akkorluk","abstentions"
"akkuş","abstentious"
"akkuyruk","absterge"
"akla","absterged"
"aklama","abstergent"
"aklamak","absterges"
"aklan","absterging"
"aklandırmak","absterse"
"aklanma","abstersion"
"aklanmak","abstersive"
"aklanmış","abstersiveness"
"aklaşma","abstertion"
"aklaşmak","abstinence"
"aklaşmasınısağlamak","abstinences"
"aklaşmış","abstinency"
"aklaştırma","abstinent"
"aklaştırmak","abstinential"
"aklen","abstinently"
"aklevrek","abstort"
"aklı","abstr"
"aklıalmak","abstract"
"aklıalmamak","abstractable"
"aklıbaşına","abstracted"
"aklıdurmak","abstractedly"
"aklıermek","abstractedness"
"aklıevvel","abstracter"
"aklıgitmek","abstracters"
"aklık","abstractest"
"aklıkarışmak","abstracting"
"aklımda","abstraction"
"aklın","abstractional"
"aklına","abstractionism"
"aklınca","abstractionist"
"aklında","abstractionists"
"aklından","abstractions"
"aklını","abstraction's"
"aklınıçelmek","abstractitious"
"aklınıkaçırmak","abstractive"
"aklınıoynatmak","abstractively"
"aklınla","abstractiveness"
"aklıselim","abstractly"
"aklızıvanadan","abstractness"
"akliyat","abstractnesses"
"akliye","abstractor"
"akliyeci","abstractors"
"akma","abstractor's"
"akmak","abstracts"
"akmaktan","abstrahent"
"akman","abstrict"
"akmantar","abstricted"
"akmasa","abstricting"
"akmaz","abstriction"
"akompanyatör","abstricts"
"akonitin","abstrude"
"akont","abstruse"
"akor","abstrusely"
"akordeon","abstruseness"
"akordeoncu","abstrusenesses"
"akordiyon","abstruser"
"akordiyoncu","abstrusest"
"akordu","abstrusion"
"akort","abstrusity"
"akortçu","abstrusities"
"akortlama","absume"
"akortlanma","absumption"
"akortlanmak","absurd"
"akortlatma","absurder"
"akortlatmak","absurdest"
"akortlu","absurdism"
"akortsuz","absurdist"
"akortsuzlaştırmak","absurdity"
"akortsuzluk","absurdities"
"akos","absurdity's"
"akoza","absurdly"
"akoz","absurdness"
"akozlamak","absurds"
"akpas","absurdum"
"akraba","absvolt"
"akrabalık","abt"
"akrabası","abterminal"
"akran","abthain"
"akranlık","abthainry"
"akreditasyon","abthainrie"
"akreditif","abthanage"
"akrep","abtruse"
"akrilik","Abu"
"akrobasi","abubble"
"akrobat","Abu-Bekr"
"akrobatlık","Abucay"
"akromatik","abucco"
"akromatin","abuilding"
"akromatopsi","Abukir"
"akromegali","abuleia"
"akronim","Abulfeda"
"akropol","abulia"
"akrostiş","abulias"
"aks","abulic"
"aksak","abulyeit"
"aksakal","abulomania"
"aksaklık","abumbral"
"aksam","abumbrellar"
"aksama","Abuna"
"aksamadan","abundance"
"aksamak","abundances"
"aksamayan","abundancy"
"aksan","abundant"
"aksanı","Abundantia"
"aksar","abundantly"
"aksata","abune"
"aksatış","abura"
"aksatma","aburabozu"
"aksatmak","aburagiri"
"aksatmamak","aburban"
"aksayan","Abury"
"aksayış","aburst"
"akse","aburton"
"aksedir","abusable"
"akseleratör","abusage"
"akselerograf","abuse"
"akselerometre","abused"
"akseptans","abusedly"
"aksesuar","abusee"
"aksesuarcı","abuseful"
"aksetme","abusefully"
"aksetmek","abusefulness"
"aksetmiş","abuser"
"aksettirme","abusers"
"aksettirmek","abuses"
"aksıranlara","abush"
"aksırık","abusing"
"aksırıklı","abusion"
"aksırış","abusious"
"aksırma","abusive"
"aksırmak","abusively"
"aksırtma","abusiveness"
"aksırtmak","abusivenesses"
"aksi","abut"
"aksilenme","Abuta"
"aksilenmek","Abutilon"
"aksileşme","abutilons"
"aksileşmek","abutment"
"aksiliği","abutments"
"aksilik","abuts"
"aksine","abuttal"
"aksiseda","abuttals"
"aksiyom","abutted"
"aksiyon","abutter"
"aksiyoner","abutters"
"aksoğan","abutter's"
"akson","abutting"
"aksona","abuzz"
"aksöğüt","abv"
"aksu","abvolt"
"aksungur","abvolts"
"aksülamel","abwab"
"akşam","abwatt"
"akşama","abwatts"
"akşaman","ac"
"akşamcı","ac-"
"akşamcılık","a-c"
"akşamdan","AC/DC"
"akşamı","ACAA"
"akşamlamak","Acacallis"
"akşamları","acacatechin"
"akşamlatmak","acacatechol"
"akşamleyin","Acacea"
"akşamlık","Acaceae"
"akşamlı","acacetin"
"akşamsefası","Acacia"
"akşamüstü","Acacian"
"akşamüzeri","acacias"
"akşın","acaciin"
"akşınlık","acacin"
"akşit","acacine"
"aktan","acad"
"aktar","academe"
"aktaran","academes"
"aktarıcı","Academy"
"aktarılan","academia"
"aktarılarak","academial"
"aktarılma","academian"
"aktarılmak","academias"
"aktarılmış","Academic"
"aktarım","academical"
"aktarış","academically"
"aktariye","academicals"
"aktarlık","academician"
"aktarma","academicians"
"aktarmacı","academicianship"
"aktarmacılık","academicism"
"aktarmak","academics"
"aktarmalı","academie"
"aktarmasız","academies"
"aktartma","academy's"
"aktartmak","academise"
"aktavşan","academised"
"aktif","academising"
"aktifleşmek","academism"
"aktifleştirici","academist"
"aktifleştirmek","academite"
"aktiflik","academization"
"aktinit","academize"
"aktinoloji","academized"
"aktinomorf","academizing"
"aktinyum","Academus"
"aktinyumlu","Acadia"
"aktivasyon","acadialite"
"aktivite","Acadian"
"aktivizm","Acadie"
"aktize","Acaena"
"aktör","acajou"
"aktöre","acajous"
"aktörecilik","acal"
"aktöredışı","acalculia"
"aktöredışıcılık","acale"
"aktörlük","acaleph"
"aktris","Acalepha"
"aktutma","Acalephae"
"aktüalite","acalephan"
"aktüalizm","acalephe"
"aktüel","acalephes"
"aktüellik","acalephoid"
"akualand","acalephs"
"akuapark","Acalia"
"akur","acalycal"
"akustik","acalycine"
"akut","acalycinous"
"akuz","acalyculate"
"akuzatif","Acalypha"
"akü","Acalypterae"
"aküpunktür","Acalyptrata"
"akütans","Acalyptratae"
"akva","acalyptrate"
"akval","Acamar"
"akvam","Acamas"
"akvarel","Acampo"
"akvarist","acampsia"
"akvaryum","acana"
"akvaryumcu","acanaceous"
"akvaryumculuk","acanonical"
"akya","acanth"
"akyaprak","acanth-"
"akyazılı","acantha"
"akyıldız","Acanthaceae"
"akyuvar","acanthaceous"
"akzambak","acanthad"
"ala","Acantharia"
"alabacak","acanthi"
"alabalık","Acanthia"
"alaban","acanthial"
"alabanda","acanthin"
"alabandayıyemek","acanthine"
"alabandayı","acanthion"
"alabarda","acanthite"
"alabaş","acantho-"
"alabildiğince","acanthocarpous"
"alabildiğine","Acanthocephala"
"alabilirlik","acanthocephalan"
"alabora","Acanthocephali"
"alaböri","acanthocephalous"
"alabörü","Acanthocereus"
"alabros","acanthocladous"
"alaca","Acanthodea"
"alacabalıkçıl","acanthodean"
"alacağı","Acanthodei"
"alacağına","Acanthodes"
"alacak","acanthodian"
"alacakarga","Acanthodidae"
"alacaklı","Acanthodii"
"alacaklılara","Acanthodini"
"alacakmısın","acanthoid"
"alacakmışsın","Acantholimon"
"alacalama","acantholysis"
"alacalamak","acanthology"
"alacalandırma","acanthological"
"alacalandırmak","acanthoma"
"alacalanma","acanthomas"
"alacalanmak","Acanthomeridae"
"alacalı","acanthon"
"alacalık","Acanthopanax"
"alacamenekşe","Acanthophis"
"alacasansar","acanthophorous"
"alaçam","acanthopod"
"alaçık","acanthopodous"
"alaçuk","acanthopomatous"
"alafranga","acanthopore"
"alafrangacı","acanthopteran"
"alafrangacılık","Acanthopteri"
"alafrangalaşma","acanthopterygian"
"alafrangalaşmak","Acanthopterygii"
"alafrangalaştırma","acanthopterous"
"alafrangalaştırmak","acanthoses"
"alafrangalık","acanthosis"
"alagan","acanthotic"
"alagarson","acanthous"
"alagaş","Acanthuridae"
"alageyik","Acanthurus"
"alağ","acanthus"
"alak","acanthuses"
"alakabahş","acanthuthi"
"alaka","acapnia"
"alakadar","acapnial"
"alakalandırma","acapnias"
"alakalandırmak","acappella"
"alakalanma","acapsular"
"alakalanmak","acapu"
"alakarga","Acapulco"
"alakart","acara"
"alakasız","Acarapis"
"alakasızlık","acarari"
"alakayı","acardia"
"alalama","acardiac"
"alalamak","acardite"
"alalanmış","acari"
"alamana","acarian"
"alamerikan","acariasis"
"alameti","acariatre"
"alametifarika","acaricidal"
"alametifarikalı","acaricide"
"alaminüt","acarid"
"alan","Acarida"
"alanının","acaridae"
"alanölçü","acaridan"
"alantopu","acaridans"
"alarga","Acaridea"
"alargada","acaridean"
"alargadan","acaridomatia"
"alarma","acaridomatium"
"alasayvan","acarids"
"alası","acariform"
"alasmaladık","Acarina"
"alasmarladık","acarine"
"alaşa","acarines"
"alaşağıetmek","acarinosis"
"alaşağı","Acarnan"
"alaşım","acarocecidia"
"alaşımlama","acarocecidium"
"alaşımlamak","acarodermatitis"
"alat","acaroid"
"alaten","acarol"
"alaturka","acarology"
"alaturkacı","acarologist"
"alaturkacılık","acarophilous"
"alaturkalaşma","acarophobia"
"alaturkalaşmak","acarotoxic"
"alaturkalaştırma","acarpellous"
"alaturkalaştırmak","acarpelous"
"alaturkalık","acarpous"
"alavandalı","Acarus"
"alavere","ACAS"
"alavereci","acast"
"alay","Acastus"
"alaya","acatalectic"
"alaybozan","acatalepsy"
"alaycı","acatalepsia"
"alaycılık","acataleptic"
"alayı","acatallactic"
"alayında","acatamathesia"
"alayıvala","acataphasia"
"alayiş","acataposis"
"alayişli","acatastasia"
"alaylı","acatastatic"
"alaysı","acate"
"alaysılama","acategorical"
"alaz","acater"
"alaza","acatery"
"alazlama","acates"
"alazlamak","acatharsy"
"alazlanma","acatharsia"
"alazlanmak","acatholic"
"alba","acaudal"
"albaga","acaudate"
"albasma","acaudelescent"
"al","acaulescence"
"albastı","acaulescent"
"albatr","acauline"
"albatros","acaulose"
"albatu","acaulous"
"albay","ACAWS"
"albaylık","ACB"
"albedo","ACBL"
"albeni","ACC"
"albenili","acc."
"albenisi","acca"
"albergo","accable"
"albız","Accad"
"albino","accademia"
"albinos","Accadian"
"albüm","Accalia"
"albümin","acce"
"albüminli","accede"
"alcemin","acceded"
"alcu","accedence"
"alçacık","acceder"
"alçak","acceders"
"alçakça","accedes"
"alçakçasına","acceding"
"alçaklar","accel"
"alçaklaşma","accel."
"alçaklaşmak","accelerable"
"alçaklaştırma","accelerando"
"alçaklaştırmak","accelerant"
"alçaklı","accelerate"
"alçaklık","accelerated"
"alçalış","acceleratedly"
"alçalma","accelerates"
"alçalmak","accelerating"
"alçalmaya","acceleratingly"
"alçaltı","acceleration"
"alçaltıcı","accelerations"
"alçaltış","accelerative"
"alçaltma","accelerator"
"alçaltmak","acceleratory"
"alçarak","accelerators"
"alçı","accelerograph"
"alçıcı","accelerometer"
"alçıkarıştırmak","accelerometers"
"alçılama","accelerometer's"
"alçılamak","accend"
"alçılanma","accendibility"
"alçılanmak","accendible"
"alçılatma","accensed"
"alçılatmak","accension"
"alçılı","accensor"
"alçıpan","accent"
"alçıya","accented"
"aldanç","accenting"
"aldangıç","accentless"
"aldanış","accentor"
"aldanma","accentors"
"aldanmak","accents"
"aldanmaz","accentuable"
"aldanmış","accentual"
"aldataç","accentuality"
"aldatamamak","accentually"
"aldatan","accentuate"
"aldatarak","accentuated"
"aldatı","accentuates"
"aldatıcı","accentuating"
"aldatılamaz","accentuation"
"aldatılma","accentuations"
"aldatılmak","accentuator"
"aldatılmamak","accentus"
"aldatılmaz","accept"
"aldatış","acceptability"
"aldatma","acceptabilities"
"aldatmaca","acceptable"
"aldatmacayla","acceptableness"
"aldatmak","acceptably"
"aldatmalar","acceptance"
"aldehit","acceptances"
"aldı","acceptance's"
"aldırış","acceptancy"
"aldırışetmek","acceptancies"
"aldırışetmemek","acceptant"
"aldırışsız","acceptation"
"aldırışsızlık","acceptavit"
"aldırma","accepted"
"aldırmak","acceptedly"
"aldırmamak","acceptee"
"aldırmayarak","acceptees"
"aldırmaz","accepter"
"aldırmazlık","accepters"
"aldırtma","acceptilate"
"aldırtmak","acceptilated"
"aldur","acceptilating"
"alegori","acceptilation"
"alegorik","accepting"
"aleksi","acceptingly"
"alelacayip","acceptingness"
"aleladelik","acception"
"alelhesap","acceptive"
"alelhusus","acceptor"
"alelıtlak","acceptors"
"alelumum","acceptor's"
"alelusul","acceptress"
"alemdar","accepts"
"aleme","accerse"
"alemi","accersition"
"alem","accersitor"
"alemşümul","access"
"alenen","accessability"
"alengir","accessable"
"alengirli","accessary"
"aleni","accessaries"
"alenileşme","accessarily"
"alenileşmek","accessariness"
"aleniyet","accessaryship"
"alerjen","accessed"
"alerji","accesses"
"alerjik","accessibility"
"alessabah","accessibilities"
"alesta","accessible"
"aleşmek","accessibleness"
"alet","accessibly"
"aletli","accessing"
"alev","accession"
"alevi","accessional"
"alevlendirme","accessioned"
"alevlendirmek","accessioner"
"alevlenme","accessioning"
"alevlenmek","accessions"
"alevlenmiş","accession's"
"alevli","accessit"
"aleyh","accessive"
"aleyhe","accessively"
"aleyhinde","accessless"
"aleyhine","accessor"
"aleyhtar","accessory"
"aleyhtarlık","accessorial"
"aleyhte","accessories"
"aleykümselam","accessorii"
"alfa","accessorily"
"alfabe","accessoriness"
"alfabetik","accessory's"
"alfasayisal","accessorius"
"alfaterapi","accessoriusorii"
"alfenit","accessorize"
"alfons","accessorized"
"alg","accessorizing"
"algan","accessors"
"algarina","accessor's"
"algı","acciaccatura"
"algılama","acciaccaturas"
"algılamak","acciaccature"
"algılanma","accidence"
"algılanmak","accidency"
"algılatma","accidencies"
"algılatmak","accident"
"algılayıcı","accidental"
"algın","accidentalism"
"algış","accidentalist"
"algler","accidentality"
"algoritma","accidentally"
"algu","accidentalness"
"algur","accidentals"
"algün","accidentary"
"alı","accidentarily"
"alıcı","accidented"
"alıcıçıkmak","accidential"
"alıcının","accidentiality"
"alıç","accidently"
"alık","accident-prone"
"alıklaşma","accidents"
"alıklaşmak","accidia"
"alıklaştırma","accidias"
"alıklaştırmak","accidie"
"alıklık","accidies"
"alıkmak","accinge"
"alıkonulma","accinged"
"alıkonulmak","accinging"
"alıkoyan","accipenser"
"alıkoyma","accipient"
"alıkoymak","Accipiter"
"alıktırmak","accipitral"
"alım","accipitrary"
"alıman","Accipitres"
"alımcı","accipitrine"
"alımlı","accipter"
"alımlılık","accise"
"alımsız","accismus"
"alımsızlık","accite"
"alın","Accius"
"alınan","acclaim"
"alınçak","acclaimable"
"alındı","acclaimed"
"alındığı","acclaimer"
"alındılı","acclaimers"
"alıngan","acclaiming"
"alınganlık","acclaims"
"alınlık","acclamation"
"alınma","acclamations"
"alınmak","acclamator"
"alınmış","acclamatory"
"alıntı","acclimatable"
"alıntılama","acclimatation"
"alıntılamak","acclimate"
"alıntılanmış","acclimated"
"alıntıyapmak","acclimatement"
"alınyazısı","acclimates"
"alıp","acclimating"
"alır","acclimation"
"alırlık","acclimations"
"alış","acclimatisable"
"alışamamak","acclimatisation"
"alışı","acclimatise"
"alışık","acclimatised"
"alışıklığıbırakamamak","acclimatiser"
"alışıklık","acclimatising"
"alışılagelen","acclimatizable"
"alışılan","acclimatization"
"alışılandan","acclimatizations"
"alışılma","acclimatize"
"alışılmadık","acclimatized"
"alışılmak","acclimatizer"
"alışılmamış","acclimatizes"
"alışılmış","acclimatizing"
"alışılmışa","acclimature"
"alışılmıştan","acclinal"
"alışım","acclinate"
"alışkan","acclivity"
