"Indonesian","English"
"anoksik","absorbencies"
"anom","absorbent"
"anomali","absorbents"
"anomi","absorber"
"anonim","absorbers"
"anonimitas","absorbing"
"anoreksia","absorbingly"
"anorganik","absorbition"
"anorgastik","absorbs"
"anortopia","absorbtion"
"anosmia","absorpt"
"anotasi","absorptance"
"ansa","absorptiometer"
"ansambel","absorptiometric"
"ansar","absorption"
"ansari","absorptional"
"anta","absorptions"
"antagonis","absorption's"
"antagonisme","absorptive"
"antagonistis","absorptively"
"antah","absorptiveness"
"antah-berantah","absorptivity"
"antakesuma","absquatulate"
"antalas","absquatulation"
"antalkali","abstain"
"antamir","abstained"
"antan","abstainer"
"antap","abstainers"
"antar","abstaining"
"antara","abstainment"
"antarbangsa","abstains"
"antarbenua","abstemious"
"antardaerah","abstemiously"
"antari","abstemiousness"
"antariksa","abstention"
"antariksawan","abstentionism"
"antariksawati","abstentionist"
"antarkelompok","abstentions"
"antarlingkungan","abstentious"
"antarmaster","absterge"
"antarmolekul","absterged"
"antarmuka","abstergent"
"antarnegara","absterges"
"antarplanet","absterging"
"antarpribadi","absterse"
"antarpulau","abstersion"
"antarras","abstersive"
"antarruang","abstersiveness"
"antarsel","abstertion"
"antarsuku","abstinence"
"antartika","abstinences"
"antarwilayah","abstinency"
"antasid","abstinent"
"antasida","abstinential"
"antawacana","abstinently"
"ante","abstort"
"antedilivium","abstr"
"antediluvium","abstract"
"antefiks","abstractable"
"antek","abstracted"
"anteken","abstractedly"
"antelas","abstractedness"
"anteliks","abstracter"
"antelmintik","abstracters"
"antelop","abstractest"
"antem","abstracting"
"antemeridiem","abstraction"
"antena","abstractional"
"antenatal","abstractionism"
"anteng","abstractionist"
"antenul","abstractionists"
"antep","abstractions"
"anter","abstraction's"
"antera","abstractitious"
"anteridium","abstractive"
"anterior","abstractively"
"antero","abstractiveness"
"anteseden","abstractly"
"anti","abstractness"
"antianemia","abstractnesses"
"antiartritik","abstractor"
"antibarion","abstractors"
"antibeku","abstractor's"
"antibiosis","abstracts"
"antibiotik","abstrahent"
"antibodi","abstrict"
"antidepresan","abstricted"
"antidioksida","abstricting"
"antidiuretik","abstriction"
"antidot","abstricts"
"antienzim","abstrude"
"antiflogistik","abstruse"
"antigen","abstrusely"
"antigravitasi","abstruseness"
"antih","abstrusenesses"
"antihistamin","abstruser"
"antijasad","abstrusest"
"antik","abstrusion"
"antikarat","abstrusity"
"antikatalis","abstrusities"
"antiklimaks","absume"
"antiklin","absumption"
"antiklinal","absurd"
"antiklor","absurder"
"antikonsepsi","absurdest"
"antikristus","absurdism"
"antikuari","absurdist"
"antikuariat","absurdity"
"antimateri","absurdities"
"antimetari","absurdity's"
"antimonium","absurdly"
"antimuntah","absurdness"
"anting","absurds"
"antinomi","absurdum"
"antinovel","absvolt"
"antipartikel","abt"
"antipati","abterminal"
"antipenawar","abthain"
"antipiretik","abthainry"
"antipode","abthainrie"
"antiproton","abthanage"
"antipruritik","abtruse"
"antisemitisme","Abu"
"antisepsis","abubble"
"antiseptik","Abu-Bekr"
"antisiklogenesis","Abucay"
"antisiklon","abucco"
"antisiklonal","abuilding"
"antisiklonis","Abukir"
"antisimpul","abuleia"
"antisipasi","Abulfeda"
"antisipatif","abulia"
"antitank","abulias"
"antitesis","abulic"
"antitoksin","abulyeit"
"antitragus","abulomania"
"antiwirawan","abumbral"
"antizarah","abumbrellar"
"antoi","Abuna"
"antologi","abundance"
"antonim","abundances"
"antonimi","abundancy"
"antop","abundant"
"antosian","Abundantia"
"antraknosa","abundantly"
"antraks","abune"
"antrasena","abura"
"antrasian","aburabozu"
"antrasit","aburagiri"
"antre","aburban"
"antri","Abury"
"antromometer","aburst"
"antromorfis","aburton"
"antropobiologi","abusable"
"antropoda","abusage"
"antropofagi","abuse"
"antropogeografi","abused"
"antropoid","abusedly"
"antropolog","abusee"
"antropologi","abuseful"
"antropometer","abusefully"
"antropomorfisme","abusefulness"
"antroponimi","abuser"
"antroposentris","abusers"
"antroposentrisme","abuses"
"antroposofi","abush"
"antuk","abusing"
"antul","abusion"
"antun","abusious"
"antung-antung","abusive"
"antup","abusively"
"anturium","abusiveness"
"antusias","abusivenesses"
"antusiasme","abut"
"anu","Abuta"
"anual","Abutilon"
"anugerah","abutilons"
"anuitas","abutment"
"anulir","abutments"
"anulus","abuts"
"anumerta","abuttal"
"anunasika","abuttals"
"anuresis","abutted"
"anuria","abutter"
"anus","abutters"
"anuswara","abutter's"
"anut","abutting"
"anyak","abuzz"
"anyam","abv"
"anyang","abvolt"
"anyang-anyang","abvolts"
"anyar","abwab"
"anyel","abwatt"
"anyelir","abwatts"
"anyep","ac"
"anyes","ac-"
"anyik","a-c"
"anyir","AC/DC"
"aorta","ACAA"
"apa","Acacallis"
"apabila","acacatechin"
"apak","acacatechol"
"apakah","Acacea"
"apakala","Acaceae"
"apalagi","acacetin"
"apam","Acacia"
"apanase","Acacian"
"apar","acacias"
"aparat","acaciin"
"aparatur","acacin"
"aparatus","acacine"
"apartemen","acad"
"apartemenisasi","academe"
"apartheid","academes"
"apartotel","Academy"
"apas","academia"
"apatah","academial"
"apati","academian"
"apatis","academias"
"apatride","Academic"
"ape","academical"
"apek","academically"
"apel","academicals"
"apelativa","academician"
"apendektomi","academicians"
"apendiks","academicianship"
"apendisitis","academicism"
"apepsi","academics"
"apersepsi","academie"
"apes","academies"
"aphelion","academy's"
"apheliotropisme","academise"
"api","academised"
"api-api","academising"
"apik","academism"
"apikal","academist"
"apikultur","academite"
"apilan","academization"
"aping","academize"
"apion","academized"
"apit","academizing"
"apit-apit","Academus"
"apium","Acadia"
"apkir","acadialite"
"aplasi","Acadian"
"aplaus","Acadie"
"aplikasi","Acaena"
"aplikatif","acajou"
"aplus","acajous"
"apnea","acal"
"apo","acalculia"
"apodal","acale"
"apoenzim","acaleph"
"apogami","Acalepha"
"apoge","Acalephae"
"apograf","acalephan"
"apok","acalephe"
"apokalips","acalephes"
"apokaliptik","acalephoid"
"apokope","acalephs"
"apokrifa","Acalia"
"apokrin","acalycal"
"apokromatik","acalycine"
"apolitis","acalycinous"
"apologetika","acalyculate"
"apologetis","Acalypha"
"apologi","Acalypterae"
"apologia","Acalyptrata"
"apomiksis","Acalyptratae"
"apomorfin","acalyptrate"
"apopleksi","Acamar"
"aposematik","Acamas"
"aposiopesis","Acampo"
"aposisi","acampsia"
"aposisional","acana"
"apositif","acanaceous"
"apostasi","acanonical"
"apostel","acanth"
"aposteriori","acanth-"
"apostolik","acantha"
"apostrof","Acanthaceae"
"apotek","acanthaceous"
"apoteker","acanthad"
"apotik","Acantharia"
"apraksi","acanthi"
"apraksia","Acanthia"
"apresiasi","acanthial"
"apresiatif","acanthin"
"apresorium","acanthine"
"april","acanthion"
"apriori","acanthite"
"aprit","acantho-"
"apron","acanthocarpous"
"apsara","Acanthocephala"
"apsari","acanthocephalan"
"aptasi","Acanthocephali"
"aptiklus","acanthocephalous"
"apu","Acanthocereus"
"apu-apu","acanthocladous"
"apuh","Acanthodea"
"apung","acanthodean"
"apuran","Acanthodei"
"ara","Acanthodes"
"arab","acanthodian"
"arababu","Acanthodidae"
"arabahu","Acanthodii"
"arabes","Acanthodini"
"arabesk","acanthoid"
"arabika","Acantholimon"
"aragonit","acantholysis"
"arah","acanthology"
"arai","acanthological"
"arak","acanthoma"
"araknitis","acanthomas"
"araknoid","Acanthomeridae"
"aral","acanthon"
"aram","Acanthopanax"
"aramba","Acanthophis"
"arang","acanthophorous"
"aransemen","acanthopod"
"ararut","acanthopodous"
"aras","acanthopomatous"
"arasy","acanthopore"
"arau","acanthopteran"
"arbaa","Acanthopteri"
"arbab","acanthopterygian"
"arbei","Acanthopterygii"
"arbiter","acanthopterous"
"arbitrase","acanthoses"
"arbitrer","acanthosis"
"arboreal","acanthotic"
"arboretum","acanthous"
"arborikultur","Acanthuridae"
"arca","Acanthurus"
"arcas","acanthus"
"ardi","acanthuses"
"are","acanthuthi"
"area","acapnia"
"areal","acapnial"
"arek","acapnias"
"arem-arem","acappella"
"aren","acapsular"
"arena","acapu"
"areografi","Acapulco"
"areola","acara"
"areometer","Acarapis"
"arerut","acarari"
"ares","acardia"
"arestasi","acardiac"
"areta","acardite"
"argari","acari"
"argentit","acarian"
"argentum","acariasis"
"argirodit","acariatre"
"argol","acaricidal"
"argometer","acaricide"
"argon","acarid"
"argot","Acarida"
"argumen","acaridae"
"argumentasi","acaridan"
"argumentatif","acaridans"
"ari","Acaridea"
"ari-ari","acaridean"
"aria","acaridomatia"
"aries","acaridomatium"
"arif","acarids"
"arifin","acariform"
"arih","Acarina"
"arik","acarine"
"aril","acarines"
"aring","acarinosis"
"ariningsun","Acarnan"
"arip","acarocecidia"
"aris","acarocecidium"
"arisan","acarodermatitis"
"aristokrasi","acaroid"
"aristokrat","acarol"
"aristokratis","acarology"
"aristotipe","acarologist"
"arit","acarophilous"
"aritenoid","acarophobia"
"aritmetika","acarotoxic"
"arja","acarpellous"
"arkade","acarpelous"
"arkais","acarpous"
"arkaisme","Acarus"
"arkan","ACAS"
"arkati","acast"
"arkegonium","Acastus"
"arkeolog","acatalectic"
"arkeologi","acatalepsy"
"arkeologis","acatalepsia"
"arkeozoikum","acataleptic"
"arketipe","acatallactic"
"arkian","acatamathesia"
"arkifonem","acataphasia"
"arkileksem","acataposis"
"arkitraf","acatastasia"
"arktika","acatastatic"
"arku","acate"
"arloji","acategorical"
"armada","acater"
"arnal","acatery"
"arogan","acates"
"arogansi","acatharsy"
"aroma","acatharsia"
"aromatik","acatholic"
"arombai","acaudal"
"aron","acaudate"
"arpus","acaudelescent"
"arsenal","acaulescence"
"arsenik","acaulescent"
"arsenikum","acauline"
"arsip","acaulose"
"arsipelago","acaulous"
"arsir","ACAWS"
"arsis","ACB"
"arsitek","ACBL"
"arsitektur","ACC"
"arta","acc."
"artefak","acca"
"arteri","accable"
"arteriografi","Accad"
"arteriola","accademia"
"arteriosklerosis","Accadian"
"artesis","Accalia"
"artetis","acce"
"arti","accede"
"articok","acceded"
"artifak","accedence"
"artifisial","acceder"
"artik","acceders"
"artikel","accedes"
"artikulasi","acceding"
"artikulator","accel"
"artileri","accel."
"artiodaktil","accelerable"
"artis","accelerando"
"artisan","accelerant"
"artistik","accelerate"
"artisyok","accelerated"
"artona","acceleratedly"
"artotek","accelerates"
"artrobrankium","accelerating"
"artropoda","acceleratingly"
"aru","acceleration"
"aruan","accelerations"
"aruda","accelerative"
"aruk","accelerator"
"arumba","acceleratory"
"arun","accelerators"
"arung","accelerograph"
"arus","accelerometer"
"arwah","accelerometers"
"arwana","accelerometer's"
"arya","accend"
"aryaduta","accendibility"
"arzak","accendible"
"as","accensed"
"asa","accension"
"asabat","accensor"
"asabiah","accent"
"asabiyah","accented"
"asad","accenting"
"asah","accentless"
"asai","accentor"
"asak","accentors"
"asal","accents"
"asali","accentuable"
"asam","accentual"
"asan","accentuality"
"asana","accentually"
"asap","accentuate"
"asar","accentuated"
"asas","accentuates"
"asasi","accentuating"
"asbak","accentuation"
"asbes","accentuations"
"asbut","accentuator"
"ase","accentus"
"aseksual","accept"
"asemble","acceptability"
"asembling","acceptabilities"
"asepsis","acceptable"
"aseptik","acceptableness"
"aseran","acceptably"
"asese","acceptance"
"aset","acceptances"
"asetabulum","acceptance's"
"asetat","acceptancy"
"asetilena","acceptancies"
"asetimeter","acceptant"
"aseton","acceptation"
"asfal","acceptavit"
"asfar","accepted"
"asfiksia","acceptedly"
"asi","acceptee"
"asibilan","acceptees"
"asibilasi","accepter"
"asid","accepters"
"asidimeter","acceptilate"
"asidosis","acceptilated"
"asih","acceptilating"
"asiklik","acceptilation"
"asil","accepting"
"asilabis","acceptingly"
"asimetris","acceptingness"
"asimilasi","acception"
"asimilatif","acceptive"
"asimtot","acceptor"
"asimus","acceptors"
"asin","acceptor's"
"asindeton","acceptress"
"asing","accepts"
"asinyor","accerse"
"asiri","accersition"
"asisten","accersitor"
"asistensi","access"
"askar","accessability"
"askariasis","accessable"
"askarid","accessary"
"askese","accessaries"
"asket","accessarily"
"asketisisme","accessariness"
"askon","accessaryship"
"askriptif","accessed"
"asli","accesses"
"asma","accessibility"
"asmara","accessibilities"
"asmaradanta","accessible"
"asmaragama","accessibleness"
"asmaraloka","accessibly"
"asmarandana","accessing"
"asnad","accession"
"aso","accessional"
"asoi","accessioned"
"asonansi","accessioner"
"asong","accessioning"
"asor","accessions"
"asortimen","accession's"
"asosial","accessit"
"asosiasi","accessive"
"asosiatif","accessively"
"aspal","accessless"
"asparaga","accessor"
"asparagus","accessory"
"aspartame","accessorial"
"aspek","accessories"
"asperses","accessorii"
"aspiran","accessorily"
"aspirasi","accessoriness"
"aspirasional","accessory's"
"aspirat","accessorius"
"aspiratif","accessoriusorii"
"aspirator","accessorize"
"aspirin","accessorized"
"asprak","accessorizing"
"asrama","accessors"
"asrar","accessor's"
"asri","acciaccatura"
"assalamualaikum","acciaccaturas"
"asta","acciaccature"
"astadikpala","accidence"
"astaga","accidency"
"astagfirullah","accidencies"
"astaka","accident"
"astakona","accidental"
"astana","accidentalism"
"astasia","accidentalist"
"astatik","accidentality"
"astatin","accidentally"
"astenia","accidentalness"
"astenik","accidentals"
"astenopia","accidentary"
"asteositoma","accidentarily"
"aster","accidented"
"asteroid","accidential"
"astigmatis","accidentiality"
"astra","accidently"
"astral","accident-prone"
"astringen","accidents"
"astrofisika","accidia"
"astrolab","accidias"
"astrolog","accidie"
"astrologi","accidies"
"astronaut","accinge"
"astronautika","accinged"
"astronom","accinging"
"astronomi","accipenser"
"astronomis","accipient"
"astrosit","Accipiter"
"asu","accipitral"
"asuh","accipitrary"
"asuh-asuh","Accipitres"
"asumsi","accipitrine"
"asumtif","accipter"
"asung","accise"
"asurador","accismus"
"asuransi","accite"
"asusila","Accius"
"aswa","acclaim"
"aswad","acclaimable"
"aswasada","acclaimed"
"asyera","acclaimer"
"asyik","acclaimers"
"asytoret","acclaiming"
"asyura","acclaims"
"atak","acclamation"
"ataksia","acclamations"
"atap","acclamator"
"atar","acclamatory"
"atas","acclimatable"
"atase","acclimatation"
"atau","acclimate"
"atavisme","acclimated"
"atebrin","acclimatement"
"ateis","acclimates"
"ateisme","acclimating"
"ateistis","acclimation"
"atelir","acclimations"
"atensi","acclimatisable"
"atenuasi","acclimatisation"
"ateret","acclimatise"
"atfal","acclimatised"
"ati","acclimatiser"
"atlas","acclimatising"
"atlet","acclimatizable"
"atletik","acclimatization"
"atma","acclimatizations"
"atman","acclimatize"
"atmolisis","acclimatized"
"atmologi","acclimatizer"
"atmometer","acclimatizes"
"atmosfer","acclimatizing"
"atmosferis","acclimature"
"ato","acclinal"
"atok","acclinate"
"atol","acclivity"
"atom","acclivities"
"atomisasi","acclivitous"
"atomistis","acclivous"
"atop","accloy"
"atos","accoast"
"atowa","accoy"
"atraksi","accoyed"
"atraktan","accoying"
"atraktif","accoil"
"atresia","Accokeek"
"atret","accolade"
"atribut","accoladed"
"atributif","accolades"
"atrisi","accolated"
"atrium","accolent"
"atrofi","accoll"
"atropin","accolle"
"atung","accolled"
"atur","accollee"
"atus","Accomac"
"aubade","accombination"
"audiensi","accommodable"
"audio","accommodableness"
"audiofil","accommodate"
"audiofon","accommodated"
"audiograf","accommodately"
"audiogram","accommodateness"
"audiolingual","accommodates"
"audiologi","accommodating"
"audiometer","accommodatingly"
"audiovisual","accommodatingness"
"audit","accommodation"
"auditor","accommodational"
"auditorium","accommodationist"
"augmentatif","accommodations"
"auk","accommodative"
"auksanometer","accommodatively"
"auksi","accommodativeness"
"auksin","accommodator"
"aula","accommodators"
"aulia","accomodate"
"aum","accompanable"
"aung","accompany"
"aur","accompanied"
"aura","accompanier"
"aural","accompanies"
"aurat","accompanying"
"aurikularia","accompanyist"
"aurora","accompaniment"
"aurum","accompanimental"
"aus","accompaniments"
"auskultasi","accompaniment's"
"autad","accompanist"
"autarki","accompanists"
"autarkis","accompanist's"
"autentik","accomplement"
"autentikasi","accompletive"
"autentisitas","accompli"
"autisme","accomplice"
"autistik","accomplices"
"auto","accompliceship"
"autobiograf","accomplicity"
"autobiografi","accomplis"
"autodidak","accomplish"
"autodidaktik","accomplishable"
"autodin","accomplished"
"autofon","accomplisher"
"autogami","accomplishers"
"autogen","accomplishes"
"autograf","accomplishing"
"autografi","accomplishment"
"autogram","accomplishments"
"autoklaf","accomplishment's"
"autoklastik","accomplisht"
"autokrasi","accompt"
"autokrat","accord"
"autokton","accordable"
"autoktonos","accordance"
"autolisis","accordances"
"autolitograf","accordancy"
"autologi","accordant"
"automaton","accordantly"
"automobil","accordatura"
"automotif","accordaturas"
"autopsi","accordature"
"autoskop","accorded"
"autosom","accorder"
"autotoksin","accorders"
"autotrof","according"
"autotrofik","accordingly"
"autotrop","accordion"
"autotropik","accordionist"
"auzubillah","accordionists"
"avalans","accordions"
"aven","accordion's"
"aversi","accords"
"avertebrata","accorporate"
"avesta","accorporation"
"avgas","accost"
"aviari","accostable"
"aviasi","accosted"
"aviator","accosting"
"avifauna","accosts"
"avikultur","accouche"
"avirulen","accouchement"
"avitaminosis","accouchements"
"avokad","accoucheur"
"avontur","accoucheurs"
"avonturir","accoucheuse"
"avtur","accoucheuses"
"avunkulokal","accounsel"
