"Vietnamese","English"
"uỵch","Adrianopolis"
"uỵch","Adriatic"
"ư","Adriel"
"ừ","Adriell"
"ứ","Adrien"
"ứ","Adriena"
"ưa","Adriene"
"ưa","Adrienne"
"ứa","adrift"
"ứa","adrip"
"ựa","adrogate"
"ức","adroit"
"ức","adroiter"
"ực","adroitest"
"ực","adroitly"
"ưng","adroitness"
"ưng","adroitnesses"
"ửng","Adron"
"ứng","adroop"
"ước","adrop"
"ước","adrostal"
"ươm","adrostral"
"ướm","adrowse"
"ướm","adrue"
"ươn","ADS"
"ươn","adsbud"
"ườn","adscendent"
"ưỡn","adscititious"
"ương","adscititiously"
"ướp","adscript"
"ướp","adscripted"
"ướt","adscription"
"ướt","adscriptitious"
"ưu","adscriptitius"
"va","adscriptive"
"va","adscripts"
"va-li","adsessor"
"va-ni","adsheart"
"va-rơ","adsignify"
"va-rơi","adsignification"
"và","adsmith"
"và","adsmithing"
"vả","adsorb"
"vả","adsorbability"
"vã","adsorbable"
"vá","adsorbate"
"vá","adsorbates"
"vạ","adsorbed"
"vạ","adsorbent"
"vác","adsorbents"
"vác","adsorbing"
"vác-xin","adsorbs"
"vạc","adsorption"
"vạc","adsorptive"
"vách","adsorptively"
"vách","adsorptiveness"
"vạch","ADSP"
"vạch","adspiration"
"vai","ADSR"
"vai","adstipulate"
"vài","adstipulated"
"vài","adstipulating"
"vải","adstipulation"
"vải","adstipulator"
"vãi","adstrict"
"vái","adstringe"
"vại","adsum"
"vại","ADT"
"vàm","adterminal"
"vàm","adtevac"
"van","aduana"
"van","adular"
"vàn","adularescence"
"vãn","adularescent"
"vãn","adularia"
"ván","adularias"
"ván","adulate"
"vạn","adulated"
"vạn","adulates"
"vang","adulating"
"vang","adulation"
"vàng","adulator"
"vàng","adulatory"
"vãng","adulators"
"váng","adulatress"
"váng","adulce"
"vành","Adullam"
"vành","Adullamite"
"vạnh","adult"
"vào","adulter"
"vào","adulterant"
"vát","adulterants"
"vạt","adulterate"
"vạt","adulterated"
"vay","adulterately"
"vay","adulterateness"
"vày","adulterates"
"vảy","adulterating"
"vảy","adulteration"
"váy","adulterations"
"váy","adulterator"
"vạy","adulterators"
"vắc-xin","adulterer"
"vặc","adulterers"
"vằm","adulterer's"
"vằm","adulteress"
"văn","adulteresses"
"vằn","adultery"
"vắn","adulteries"
"vắn","adulterine"
"vặn","adulterize"
"vặn","adulterous"
"văng","adulterously"
"văng","adulterousness"
"vằng","adulthood"
"vẳng","adulthoods"
"vẳng","adulticidal"
"vắng","adulticide"
"vắng","adultly"
"vắt","adultlike"
"vắt","adultness"
"vặt","adultoid"
"vặt","adultress"
"vâm","adults"
"vân","adult's"
"vân","adumbral"
"vần","adumbrant"
"vần","adumbrate"
"vẩn","adumbrated"
"vẫn","adumbrates"
"vẫn","adumbrating"
"vấn","adumbration"
"vấn","adumbrations"
"vận","adumbrative"
"vận","adumbratively"
"vâng","adumbrellar"
"vâng","adunation"
"vầng","adunc"
"vấp","aduncate"
"vấp","aduncated"
"vập","aduncity"
"vất","aduncous"
"vật","Adur"
"vật","adure"
"vầu","adurent"
"vẩu","Adurol"
"vẩu","adusk"
"vấu","adust"
"vây","adustion"
"vây","adustiosis"
"vầy","adustive"
"vầy","Aduwa"
"vẩy","adv"
"vẫy","adv."
"vẫy","Advaita"
"vấy","advance"
"vấy","advanceable"
"vậy","advanced"
"vậy","advancedness"
"ve","advancement"
"ve","advancements"
"vè","advancement's"
"vè","advancer"
"vẻ","advancers"
"vẻ","advances"
"vẽ","advancing"
"vẽ","advancingly"
"vé","advancive"
"vé","advantage"
"véc-ni","advantaged"
"véc-tơ","advantageous"
"vẹm","advantageously"
"ven","advantageousness"
"vén","advantages"
"vén","advantaging"
"vẹn","advect"
"veo","advected"
"vèo","advecting"
"vèo","advection"
"vẻo","advectitious"
"véo","advective"
"véo","advects"
"vẹo","advehent"
"vét","advena"
"vét","advenae"
"vét-tông","advene"
"vẹt","advenience"
"vẹt","advenient"
"vê","Advent"
"vê","advential"
"về","Adventism"
"về","Adventist"
"vế","adventists"
"vế","adventitia"
"vệ","adventitial"
"vệ","adventitious"
"vếch","adventitiously"
"vền","adventitiousness"
"vện","adventitiousnesses"
"vênh","adventive"
"vênh","adventively"
"vểnh","adventry"
"vểnh","advents"
"vết","adventual"
"vết","adventure"
"vệt","adventured"
"vệt","adventureful"
"vêu","adventurement"
"vều","adventurer"
"vếu","adventurers"
"vi","adventures"
"vi-la","adventureship"
"vi-ni-lông","adventuresome"
"vi-ô-lông","adventuresomely"
"vi-rút","adventuresomeness"
"vi-ta-min","adventuresomes"
"vì","adventuress"
"vì","adventuresses"
"vỉ","adventuring"
"vỉ","adventurish"
"vĩ","adventurism"
"ví","adventurist"
"ví","adventuristic"
"vị","adventurous"
"vị","adventurously"
"vỉa","adventurousness"
"vỉa","adverb"
"vía","adverbial"
"vích","adverbiality"
"việc","adverbialize"
"việc","adverbially"
"viêm","adverbiation"
"viêm","adverbless"
"viên","adverbs"
"viền","adverb's"
"viền","adversa"
"viễn","adversant"
"viện","adversary"
"viện","adversaria"
"viếng","adversarial"
"viết","adversaries"
"viết","adversariness"
"vịm","adversarious"
"vịn","adversary's"
"vịn","adversative"
"vinh","adversatively"
"vịnh","adverse"
"vịnh","adversed"
"vít","adversely"
"vít","adverseness"
"vịt","adversifoliate"
"vịt","adversifolious"
"víu","adversing"
"vo","adversion"
"vò","adversity"
"vò","adversities"
"vỏ","adversive"
"vỏ","adversus"
"võ","advert"
"võ","adverted"
"vó","advertence"
"vó","advertency"
"vọ","advertent"
"voan","advertently"
"vóc","adverting"
"vọc","advertisable"
"voi","advertise"
"voi","advertised"
"vòi","advertisee"
"vòi","advertisement"
"vói","advertisements"
"vọi","advertisement's"
"vòm","advertiser"
"vòm","advertisers"
"von","advertises"
"vón","advertising"
"vong","advertisings"
"vòng","advertizable"
"vòng","advertize"
"vỏng","advertized"
"võng","advertizement"
"võng","advertizer"
"vóng","advertizes"
"vọng","advertizing"
"vọng","adverts"
"vọp","advice"
"vót","adviceful"
"vót","advices"
"vọt","advisability"
"vọt","advisabilities"
"vô","advisable"
"vô-lăng","advisableness"
"vồ","advisably"
"vổ","advisal"
"vỗ","advisatory"
"vỗ","advise"
"vố","advised"
"vốc","advisedly"
"vốc","advisedness"
"vôi","advisee"
"vôi","advisees"
"vối","advisee's"
"vội","advisement"
"vội","advisements"
"vôn","adviser"
"vốn","advisers"
"vốn","advisership"
"vông","advises"
"vồng","advisy"
"vổng","advising"
"vống","advisive"
"vống","advisiveness"
"vơ","adviso"
"vơ","advisor"
"vờ","advisory"
"vờ","advisories"
"vở","advisorily"
"vỡ","advisors"
"vỡ","advisor's"
"vớ","advitant"
"vớ","advocaat"
"vợ","advocacy"
"vợ","advocacies"
"vơi","advocate"
"vời","advocated"
"với","advocates"
"với","advocateship"
"vờn","advocatess"
"vờn","advocating"
"vớt","advocation"
"vớt","advocative"
"vợt","advocator"
"vợt","advocatory"
"vu","advocatress"
"vù","advocatrice"
"vù","advocatrix"
"vũ","advoyer"
"vũ","advoke"
"vú","advolution"
"vú","advoteresse"
"vụ","advowee"
"vụ","advowry"
"vua","advowsance"
"vua","advowson"
"vùa","advowsons"
"vục","advt"
"vui","advt."
"vui","adward"
"vùi","adwesch"
"vùi","adz"
"vũm","adze"
"vun","adzer"
"vun","adzes"
"vùn","Adzharia"
"vụn","Adzharistan"
"vụn","adzooks"
"vung","ae"
"vung","ae-"
"vùng","ae."
"vùng","AEA"
"vũng","Aeacidae"
"vũng","Aeacides"
"vụng","Aeacus"
"vụng","Aeaea"
"vuông","Aeaean"
"vuông","AEC"
"vuốt","Aechmagoras"
"vuốt","Aechmophorus"
"vuột","aecia"
"vút","aecial"
"vụt","aecidia"
"vụt","Aecidiaceae"
"vừa","aecidial"
"vừa","aecidioform"
"vữa","Aecidiomycetes"
"vữa","aecidiospore"
"vựa","aecidiostage"
"vựa","aecidium"
"vực","aeciospore"
"vực","aeciostage"
"vưng","aeciotelia"
"vừng","aecioteliospore"
"vừng","aeciotelium"
"vững","aecium"
"vững","aedeagal"
"vựng","aedeagi"
"vược","aedeagus"
"vươn","aedegi"
"vươn","Aedes"
"vườn","aedicula"
"vườn","aediculae"
"vượn","aedicule"
"vượn","Aedilberct"
"vương","aedile"
"vương","aediles"
"vướng","aedileship"
"vướng","aedilian"
"vượng","aedilic"
"vượng","aedility"
"vượt","aedilitian"
"vượt","aedilities"
"vứt","aedine"
"vứt","aedoeagi"
"xa","aedoeagus"
"xa","aedoeology"
"xa-lông","Aedon"
"xa-tanh","Aeetes"
"xa-tăng","AEF"
"xà","aefald"
"xà","aefaldy"
"xà-bông","aefaldness"
"xà-cột","aefauld"
"xà-lách","Aegaeon"
"xà-lim","aegagri"
"xà-lù","aegagropila"
"xà-phòng","aegagropilae"
"xả","aegagropile"
"xả","aegagropiles"
"xã","aegagrus"
"xã","Aegates"
"xá","Aegean"
"xá","aegemony"
"xạ","aeger"
"xác","Aegeria"
"xác","aegerian"
"xác-đin","aegeriid"
"xạc","Aegeriidae"
"xách","Aegesta"
"xách","Aegeus"
"xài","Aegia"
"xài","Aegiale"
"xái","Aegialeus"
"xam","Aegialia"
"xàm","Aegialitis"
"xảm","Aegicores"
"xám","aegicrania"
"xám","aegilops"
"xan","Aegimius"
"xán","Aegina"
"xanh","Aeginaea"
"xanh","Aeginetan"
"xanh-đi-ca","Aeginetic"
"xao","Aegiochus"
"xào","Aegipan"
"xào","aegyptilla"
"xảo","Aegyptus"
"xảo","Aegir"
"xáo","aegirine"
"xạo","aegirinolite"
"xạo","aegirite"
"xáp","aegyrite"
"xạp","AEGIS"
"xát","aegises"
"xát","Aegisthus"
"xàu","Aegithalos"
"xay","Aegithognathae"
"xay","aegithognathism"
"xảy","aegithognathous"
"xáy","Aegium"
"xắc","Aegle"
"xắc-cốt","aegophony"
"xăm","Aegopodium"
"xăm","Aegospotami"
"xăn","aegritude"
"xắn","aegrotant"
"xắn","aegrotat"
"xăng","aeipathy"
"xăng","Aekerly"
"xăng-đan","Aelber"
"xằng","Aelbert"
"xẵng","Aella"
"xẵng","Aello"
"xắp","aelodicon"
"xấc","aeluroid"
"xấc","Aeluroidea"
"xâm","aelurophobe"
"xẩm","aelurophobia"
"xấp","aeluropodous"
"xâu","aemia"
"xâu","aenach"
"xấu","Aenea"
"xấu","aenean"
"xây","Aeneas"
"xây","Aeneid"
"xẩy","Aeneolithic"
"xe","aeneous"
"xẻ","Aeneus"
"xẻ","Aeniah"
"xé","aenigma"
"xé","aenigmatite"
"xéc","Aenius"
"xẹc","Aenneea"
"xem","aeolharmonica"
"xem","Aeolia"
"xen","Aeolian"
"xen","Aeolic"
"xén","Aeolicism"
"xén","aeolid"
"xèng","Aeolidae"
"xẻng","Aeolides"
"xeo","Aeolididae"
"xèo","aeolight"
"xẻo","aeolina"
"xẽo","aeoline"
"xéo","aeolipile"
"xéo","aeolipyle"
"xẹo","Aeolis"
"xẹo","Aeolism"
"xép","Aeolist"
"xẹp","aeolistic"
"xẹp","aeolo-"
"xét","aeolodicon"
"xẹt","aeolodion"
"xê","aeolomelodicon"
"xê-mi-ne","aeolopantalon"
"xể","aeolotropy"
"xế","aeolotropic"
"xế","aeolotropism"
"xệ","aeolsklavier"
"xếch","Aeolus"
"xếch","aeon"
"xệch","aeonial"
"xên","aeonian"
"xếp","aeonic"
"xếp","aeonicaeonist"
"xệp","aeonist"
"xêu","aeons"
"xều","Aepyceros"
"xi","Aepyornis"
"xi","Aepyornithidae"
"xi-lanh","Aepyornithiformes"
"xi-líp","Aepytus"
"xi-lô","aeq"
"xi-măng","Aequi"
"xi-nê","Aequian"
"xi-rô","Aequiculi"
"xì","Aequipalpia"
"xì","aequor"
"xì-gà","aequoreal"
"xỉ","aequorin"
"xỉ","aequorins"
"xí","aer"
"xị","aer-"
"xia","aerage"
"xỉa","aeraria"
"xỉa","aerarian"
"xía","aerarium"
"xích","aerate"
"xích","aerated"
"xích-đông","aerates"
"xích-lô","aerating"
"xịch","aeration"
"xiếc","aerations"
"xiếc","aerator"
"xiêm","aerators"
"xiên","aerenchyma"
"xiên","aerenterectasia"
"xiềng","aery"
"xiềng","aeri-"
"xiết","Aeria"
"xiết","aerial"
"xiêu","aerialist"
"xiêu","aerialists"
"xim","aeriality"
"xin","aerially"
"xin","aerialness"
"xỉn","aerials"
"xinh","aerial's"
"xinh","aeric"
"xình","aerical"
"xít","Aerides"
"xịt","aerie"
"xịt","aeried"
"xìu","Aeriel"
"xìu","Aeriela"
"xỉu","Aeriell"
"xỉu","aerier"
"xíu","aeries"
"xíu","aeriest"
"xịu","aerifaction"
"xo","aeriferous"
"xo","aerify"
"xỏ","aerification"
"xỏ","aerified"
"xó","aerifies"
"xó","aerifying"
"xọ","aeriform"
"xoa","aerily"
"xoa","aeriness"
"xoà","aero"
"xoã","aero-"
"xoã","aeroacoustic"
"xoá","Aerobacter"
"xoá","aerobacteriology"
"xoác","aerobacteriological"
"xoạc","aerobacteriologically"
"xoài","aerobacteriologist"
"xoài","aerobacters"
"xoải","aeroballistic"
"xoan","aeroballistics"
"xoàn","aerobate"
"xoàn","aerobated"
"xoang","aerobatic"
"xoàng","aerobatics"
"xoảng","aerobating"
"xoạng","aerobe"
"xoay","aerobee"
"xoay","aerobes"
"xoáy","aerobia"
"xoáy","aerobian"
"xoăn","aerobic"
"xoăn","aerobically"
"xoắn","aerobics"
"xóc","aerobiology"
"xóc","aerobiologic"
"xọc","aerobiological"
"xoe","aerobiologically"
"xòe","aerobiologist"
"xoét","aerobion"
"xoẹt","aerobiont"
"xoi","aerobioscope"
"xoi","aerobiosis"
"xói","aerobiotic"
"xom","aerobiotically"
"xõm","aerobious"
"xóm","aerobium"
"xóm","aeroboat"
"xon","Aerobranchia"
"xong","aerobranchiate"
"xong","aerobus"
"xõng","aerocamera"
"xoong","aerocar"
"xóp","aerocartograph"
"xọp","aerocartography"
"xót","Aerocharidae"
"xót","aerocyst"
"xô","aerocolpos"
"xô","aerocraft"
"xô-nát","aerocurve"
"xô-viết","aerodermectasia"
"xồ","aerodynamic"
"xổ","aerodynamical"
"xổ","aerodynamically"
"xốc","aerodynamicist"
"xốc","aerodynamics"
"xộc","aerodyne"
"xôi","aerodynes"
"xổi","aerodone"
"xối","aerodonetic"
"xối","aerodonetics"
"xôm","aerodontalgia"
"xồm","aerodontia"
"xổm","aerodontic"
"xốn","aerodrome"
"xộn","aerodromes"
"xông","aerodromics"
"xông","aeroduct"
"xống","aeroducts"
"xốp","aeroelastic"
"xốp","aeroelasticity"
"xốt","aeroelastics"
"xơ","aeroembolism"
"xơ","aeroenterectasia"
"xơ-cua","Aeroflot"
"xở","aerofoil"
"xơi","aerofoils"
"xởi","aerogel"
"xới","aerogels"
"xới","aerogen"
"xờm","aerogene"
"xởn","aerogenes"
"xớp","aerogenesis"
"xợp","aerogenic"
"xớt","aerogenically"
"xu","aerogenous"
"xu","aerogeography"
"xu-chiêng","aerogeology"
"xu-páp","aerogeologist"
"xù","aerognosy"
"xù","aerogram"
"xũ","aerogramme"
"xụ","aerograms"
"xua","aerograph"
"xuân","aerographer"
"xuân","aerography"
"xuẩn","aerographic"
"xuất","aerographical"
"xuất","aerographics"
"xuây","aerographies"
"xúc","aerogun"
"xúc","aerohydrodynamic"
"xúc-xích","aerohydropathy"
"xuể","aerohydroplane"
"xui","aerohydrotherapy"
"xui","aerohydrous"
"xúi","aeroyacht"
"xụi","aeroides"
"xúm","Aerojet"
"xúm","Aerol"
"xung","aerolite"
"xuôi","aerolites"
"xuôi","aerolith"
"xuồng","aerolithology"
"xuồng","aeroliths"
"xuổng","aerolitic"
"xuổng","aerolitics"
"xuống","aerology"
"xuống","aerologic"
"xúp","aerological"
"xút","aerologies"
"xuy","aerologist"
"xùy","aerologists"
"xuya","aeromaechanic"
"xuyên","aeromagnetic"
"xuyên","aeromancer"
"xuyến","aeromancy"
"xuyến","aeromantic"
"xuynh","aeromarine"
"xuýt","aeromechanic"
"xừ","aeromechanical"
"xử","aeromechanics"
"xử","aeromedical"
"xứ","aeromedicine"
"xứ","aerometeorograph"
"xưa","aerometer"
"xưa","aerometry"
"xức","aerometric"
"xực","aeromotor"
"xưng","aeron"
"xửng","aeron."
"xứng","aeronat"
"xước","aeronaut"
"xước","aeronautic"
"xược","aeronautical"
"xười","aeronautically"
"xương","aeronautics"
"xương","aeronautism"
"xưởng","aeronauts"
"xưởng","aeronef"
"xướng","aeroneurosis"
"xướng","aeronomer"
"y","aeronomy"
"y","aeronomic"
"ỷ","aeronomical"
"ỷ","aeronomics"
"ý","aeronomies"
"ý","aeronomist"
"yểm","aero-otitis"
"yểm","aeropathy"
"yếm","aeropause"
"yếm","Aerope"
"yên","aeroperitoneum"
"yên","aeroperitonia"
"yến","aerophagy"
"yến","aerophagia"
"yểng","aerophagist"
"yết","aerophane"
"yết","aerophilately"
"yêu","aerophilatelic"
"yêu","aerophilatelist"
"yểu","aerophile"
"yểu","aerophilia"
"yếu","aerophilic"
"yếu","aerophilous"
