"Finnish","English"
"aktiivijousitus","abridger"
"aktiiviloma","abridgers"
"aktiivimuoto","abridges"
"aktiivinen","abridging"
"aktiivipalvelus","abridgment"
"aktiivisesti","abridgments"
"aktiivistaa","abrim"
"aktiivistua","abrin"
"aktiivisuus","abrine"
"aktiiviupseeri","abris"
"aktiiviurheilija","abristle"
"aktiiviväestö","abroach"
"aktio","abroad"
"aktivismi","Abrocoma"
"aktivisti","abrocome"
"aktiviteetti","abrogable"
"aktivoida","abrogate"
"aktivointi","abrogated"
"aktivoitua","abrogates"
"aktuaalinen","abrogating"
"aktuaalisesti","abrogation"
"aktuaalistaa","abrogations"
"aktuaalistua","abrogative"
"aktuaalisuus","abrogator"
"aktuaari","abrogators"
"aktualisoida","Abroma"
"aktualisointi","Abroms"
"aktualisoitua","Abronia"
"aktuelli","abrood"
"akuhieronta","abrook"
"akuhoito","abrosia"
"akunlaturi","abrosias"
"akupiste","abrotanum"
"akupunktuuri","abrotin"
"akupunktuurineula","abrotine"
"akupunktuuripiste","abrupt"
"akustiikka","abruptedly"
"akustiikkalevy","abrupter"
"akustinen","abruptest"
"akustisesti","abruptio"
"akusto","abruption"
"akuutisti","abruptiones"
"akuutti","abruptly"
"akuuttinen","abruptness"
"akvaario","Abrus"
"akvaariokala","Abruzzi"
"akvaariokasvi","ABS"
"akvamariini","abs-"
"akvarelli","Absa"
"akvarelliliitu","Absalom"
"akvarelliväri","absampere"
"akvatinta","Absaraka"
"akvaviitti","Absaroka"
"ala","Absarokee"
"alabasteri","absarokite"
"aladobi","ABSBH"
"alahammas","abscam"
"alahanka","abscess"
"alahuone","abscessed"
"alahuuli","abscesses"
"alaikäinen","abscessing"
"alaikäisyys","abscession"
"alaikäraja","abscessroot"
"alainen","abscind"
"alaisuus","abscise"
"alajuoksu","abscised"
"alakansakoulu","abscises"
"alakansi","abscisin"
"alakantissa","abscising"
"alakanttiin","abscisins"
"alakautta","abscision"
"alakerros","absciss"
"alakerta","abscissa"
"alakierre","abscissae"
"alakierrelyönti","abscissas"
"alakierteinen","abscissa's"
"alakkain","abscisse"
"alakkainen","abscissin"
"alakohta","abscission"
"alakoukku","abscissions"
"alakoulu","absconce"
"alakoululainen","abscond"
"alakulo","absconded"
"alakuloinen","abscondedly"
"alakuloisesti","abscondence"
"alakuloisuus","absconder"
"alakulttuuri","absconders"
"alakunto","absconding"
"alakuntoinen","absconds"
"alakuntoisuus","absconsa"
"alakuu","abscoulomb"
"alakynnessä","abscound"
"alakynteen","Absecon"
"alalaji","absee"
"alalanka","absey"
"alaleuka","abseil"
"alaleukaluu","abseiled"
"alaliittymä","abseiling"
"alallaan","abseils"
"alalleen","absence"
"alaluokka","absences"
"alaluokkalainen","absence's"
"alaluomi","absent"
"alamaa","absentation"
"alamaailma","absented"
"alamaihin","absentee"
"alamainen","absenteeism"
"alamaisesti","absentees"
"alamaissa","absentee's"
"alamaisuus","absenteeship"
"alamitta","absenter"
"alamittainen","absenters"
"alamäki","absentia"
"alanko","absenting"
"alankomaalainen","absently"
"alanne","absentment"
"alanumero","absentminded"
"alanurkka","absent-minded"
"alanurkkalaukaus","absentmindedly"
"alaoksa","absent-mindedly"
"alaosa","absentmindedness"
"alaosasto","absent-mindedness"
"alaotsikko","absentmindednesses"
"alapesu","absentness"
"alapeti","absents"
"alapinta","absfarad"
"alapohja","abshenry"
"alapuhelin","Abshier"
"alapuoli","Absi"
"alapuolinen","absinth"
"alapuolisko","absinthe"
"alapää","absinthes"
"alaraaja","absinthial"
"alaraja","absinthian"
"alareuna","absinthiate"
"alarivi","absinthiated"
"alaruumis","absinthiating"
"alaryhmä","absinthic"
"alas","absinthiin"
"alasajo","absinthin"
"alaselkä","absinthine"
"alasin","absinthism"
"alaslaskettava","absinthismic"
"alaspäin","absinthium"
"alaspäinen","absinthol"
"alaspäinmeno","absinthole"
"alassuin","absinths"
"alasti","Absyrtus"
"alastomuus","absis"
"alastomuuskulttuuri","absist"
"alaston","absistos"
"alastonkuva","absit"
"alastonmalli","absmho"
"alastontutkielma","absohm"
"alastulo","absoil"
"alastulorinne","absolent"
"alateitse","Absolute"
"alati","absolutely"
"alatiesynnytys","absoluteness"
"alatusten","absoluter"
"alatuuleen","absolutes"
"alatuulessa","absolutest"
"alatyyli","absolution"
"alatyylinen","absolutions"
"alava","absolutism"
"alavatsa","absolutist"
"alaviistoon","absolutista"
"alaviistossa","absolutistic"
"alaviite","absolutistically"
"alavireinen","absolutists"
"alavireisyys","absolutive"
"alavirta","absolutization"
"alavuus","absolutize"
"alayksikkö","absolutory"
"alaääni","absolvable"
"alba","absolvatory"
"albaani","absolve"
"albania","absolved"
"albanialainen","absolvent"
"albatrossi","absolver"
"albiino","absolvers"
"albinismi","absolves"
"albumi","absolving"
"ale","absolvitor"
"alehalli","absolvitory"
"alehinta","absonant"
"alekkain","absonous"
"aleksityymikko","absorb"
"aleksityyminen","absorbability"
"alemma","absorbable"
"alemmaksi","absorbance"
"alemmas","absorbancy"
"alemmuudentunne","absorbant"
"alemmuus","absorbed"
"alemmuuskompleksi","absorbedly"
"alempaa","absorbedness"
"alempana","absorbefacient"
"alempi","absorbency"
"alempiarvoinen","absorbencies"
"alenema","absorbent"
"aleneva","absorbents"
"alennus","absorber"
"alennushalli","absorbers"
"alennushinta","absorbing"
"alennuskuponki","absorbingly"
"alennuslippu","absorbition"
"alennusmerkki","absorbs"
"alennusmyynti","absorbtion"
"alennustavaratalo","absorpt"
"alennustila","absorptance"
"alennusvaihde","absorptiometer"
"alentaa","absorptiometric"
"alentava","absorption"
"alentua","absorptional"
"alentuva","absorptions"
"alentuvainen","absorption's"
"alentuvaisesti","absorptive"
"alentuvaisuus","absorptively"
"alentuvasti","absorptiveness"
"alentuvuus","absorptivity"
"aleta","absquatulate"
"aletusten","absquatulation"
"alfa","abstain"
"alfahiukkanen","abstained"
"alfalfa","abstainer"
"alfanumeerinen","abstainers"
"alfasäteet","abstaining"
"alfasäteily","abstainment"
"algebra","abstains"
"algebrallinen","abstemious"
"algoritmi","abstemiously"
"alhaalla","abstemiousness"
"alhaalle","abstention"
"alhaalta","abstentionism"
"alhainen","abstentionist"
"alhaisaateli","abstentions"
"alhaisesti","abstentious"
"alhaiso","absterge"
"alhaissukuinen","absterged"
"alhaissäätyinen","abstergent"
"alhaisuus","absterges"
"alho","absterging"
"ali","absterse"
"aliarvioida","abstersion"
"aliarviointi","abstersive"
"aliarvostaa","abstersiveness"
"aliarvostus","abstertion"
"alias","abstinence"
"alibi","abstinences"
"aliedustettu","abstinency"
"aliedustus","abstinent"
"alihallinto","abstinential"
"alihankinta","abstinently"
"alihankkija","abstort"
"alihinta","abstr"
"alijohtaja","abstract"
"alijäähtyä","abstractable"
"alijäämä","abstracted"
"alijäämäinen","abstractedly"
"alikaliiperiammus","abstractedness"
"alikasvos","abstracter"
"alikehittynyt","abstracters"
"alikersantti","abstractest"
"alikriittinen","abstracting"
"alikulku","abstraction"
"alikulkutunneli","abstractional"
"alikäytävä","abstractionism"
"aliluutnantti","abstractionist"
"alimitoittaa","abstractionists"
"alimma","abstractions"
"alimmainen","abstraction's"
"alimmaksi","abstractitious"
"alimmas","abstractive"
"alimpana","abstractively"
"alin","abstractiveness"
"alinen","abstractly"
"alinomaa","abstractness"
"alinomainen","abstractnesses"
"aliohjautuva","abstractor"
"aliohjautuvuus","abstractors"
"alioikeus","abstractor's"
"alipaine","abstracts"
"alipaineinen","abstrahent"
"alipaino","abstrict"
"alipainoinen","abstricted"
"alipainoisuus","abstricting"
"alipalkattu","abstriction"
"alipalkkainen","abstricts"
"alipalkkaisuus","abstrude"
"alipalkkaus","abstruse"
"aliperämies","abstrusely"
"alipäällikkö","abstruseness"
"alipäällystö","abstrusenesses"
"alipääsihteeri","abstruser"
"aliravitsemus","abstrusest"
"aliravittu","abstrusion"
"alistaa","abstrusity"
"alisteinen","abstrusities"
"alisteisuus","absume"
"alistua","absumption"
"alistus","absurd"
"alistuskonjunktio","absurder"
"alistussuhde","absurdest"
"alistuva","absurdism"
"alistuvainen","absurdist"
"alistuvaisuus","absurdity"
"alistuvuus","absurdities"
"alitajuinen","absurdity's"
"alitajunta","absurdly"
"alitehoinen","absurdness"
"alitse","absurds"
"alittaa","absurdum"
"alittua","absvolt"
"alituinen","abt"
"alituiseen","abterminal"
"alituisesti","abthain"
"alituotanto","abthainry"
"alitus","abthainrie"
"alitusten","abthanage"
"alityöllisyys","abtruse"
"aliupseeri","Abu"
"aliupseerikoulu","abubble"
"aliupseerinarvo","Abu-Bekr"
"aliupseeristo","Abucay"
"aliurakka","abucco"
"aliurakoida","abuilding"
"aliurakointi","Abukir"
"aliurakoitsija","abuleia"
"alivakuuttaa","Abulfeda"
"alivakuutus","abulia"
"alivalottaa","abulias"
"alivalottua","abulic"
"alivalotus","abulyeit"
"alivaltiosihteeri","abulomania"
"alivoima","abumbral"
"alivoimainen","abumbrellar"
"alivoimaisuus","Abuna"
"alivoimapeli","abundance"
"alivuokralainen","abundances"
"alivuokrasuhde","abundancy"
"alkaa","abundant"
"alkaen","Abundantia"
"alkaja","abundantly"
"alkajaiset","abune"
"alkajaisjuhla","abura"
"alkali","aburabozu"
"alkalimetalli","aburagiri"
"alkalinen","aburban"
"alkaliparisto","Abury"
"alkalisuola","aburst"
"alkalisuus","aburton"
"alkaloidi","abusable"
"alkamisaika","abusage"
"alkamispäivä","abuse"
"alkeellinen","abused"
"alkeellisesti","abusedly"
"alkeellisuus","abusee"
"alkeet","abuseful"
"alkeishiukkanen","abusefully"
"alkeisjuuri","abusefulness"
"alkeiskirja","abuser"
"alkeiskurssi","abusers"
"alkeislehti","abuses"
"alkeisopetus","abush"
"alkeisopinnot","abusing"
"alkeisrihma","abusion"
"alkeissilmu","abusious"
"alkeistiedot","abusive"
"alkeistumallinen","abusively"
"alkeisvaraus","abusiveness"
"alkeisvarsi","abusivenesses"
"alkemia","abut"
"alkemisti","Abuta"
"alkio","Abutilon"
"alkiokalvo","abutilons"
"alkiolainen","abutment"
"alkiolaisuus","abutments"
"alkionsiirto","abuts"
"alkoholi","abuttal"
"alkoholihumala","abuttals"
"alkoholijuoma","abutted"
"alkoholikassa","abutter"
"alkoholikäyminen","abutters"
"alkoholilainsäädäntö","abutter's"
"alkoholimyrkytys","abutting"
"alkoholimyymälä","abuzz"
"alkoholinkäyttö","abv"
"alkoholiongelma","abvolt"
"alkoholiongelmainen","abvolts"
"alkoholipitoinen","abwab"
"alkoholipitoisuus","abwatt"
"alkoholipolitiikka","abwatts"
"alkoholiprosentti","ac"
"alkoholiriippuvuus","ac-"
"alkoholismi","a-c"
"alkoholisoitua","AC/DC"
"alkoholisti","ACAA"
"alkoholistihuolto","Acacallis"
"alkoholiton","acacatechin"
"alkometri","acacatechol"
"alkovi","Acacea"
"alku","Acaceae"
"alkuaan","acacetin"
"alkuaika","Acacia"
"alkuaine","Acacian"
"alkuaste","acacias"
"alkuasukas","acaciin"
"alkuasukasheimo","acacin"
"alkucocktail","acacine"
"alkudrinkki","acad"
"alkueliö","academe"
"alkueläin","academes"
"alkuerä","Academy"
"alkuhärkä","academia"
"alkuihminen","academial"
"alkuilta","academian"
"alkuisin","academias"
"alkujaan","Academic"
"alkujakso","academical"
"alkujuoma","academically"
"alkujuuri","academicals"
"alkukankeus","academician"
"alkukantainen","academicians"
"alkukantaisesti","academicianship"
"alkukantaisuus","academicism"
"alkukarsinta","academics"
"alkukehto","academie"
"alkukesä","academies"
"alkukevät","academy's"
"alkukieli","academise"
"alkukielinen","academised"
"alkukilpailu","academising"
"alkukirjain","academism"
"alkukirkko","academist"
"alkukohta","academite"
"alkukoktaili","academization"
"alkukoti","academize"
"alkukoulutus","academized"
"alkukristillinen","academizing"
"alkukristillisyys","Academus"
"alkukuu","Acadia"
"alkukuukausi","acadialite"
"alkukuva","Acadian"
"alkukymmen","Acadie"
"alkulause","Acaena"
"alkulima","acajou"
"alkuliturgia","acajous"
"alkuluku","acal"
"alkulähde","acalculia"
"alkumatka","acale"
"alkumerkki","acaleph"
"alkuminuutti","Acalepha"
"alkumuoto","Acalephae"
"alkuopetus","acalephan"
"alkuopinnot","acalephe"
"alkuosa","acalephes"
"alkupala","acalephoid"
"alkupalkka","acalephs"
"alkuperusta","Acalia"
"alkuperuste","acalycal"
"alkuperä","acalycine"
"alkuperäinen","acalycinous"
"alkuperäisesti","acalyculate"
"alkuperäiskansa","Acalypha"
"alkuperäiskappale","Acalypterae"
"alkuperäispakkaus","Acalyptrata"
"alkuperäisteos","Acalyptratae"
"alkuperäisyys","acalyptrate"
"alkuperämaa","Acamar"
"alkuperämerkintä","Acamas"
"alkuperätodistus","Acampo"
"alkupiste","acampsia"
"alkupotku","acana"
"alkupuoli","acanaceous"
"alkupuolisko","acanonical"
"alkupäivä","acanth"
"alkupää","acanth-"
"alkupääoma","acantha"
"alkuruoka","Acanthaceae"
"alkuräjähdys","acanthaceous"
"alkusanat","acanthad"
"alkuseurakunta","Acantharia"
"alkusivu","acanthi"
"alkusoinnullinen","Acanthia"
"alkusointu","acanthial"
"alkusoitto","acanthin"
"alkusukulaisuus","acanthine"
"alkusyksy","acanthion"
"alkusynty","acanthite"
"alkusysäys","acantho-"
"alkusyy","acanthocarpous"
"alkutahti","Acanthocephala"
"alkutaipale","acanthocephalan"
"alkutaival","Acanthocephali"
"alkutalvi","acanthocephalous"
"alkutekijä","Acanthocereus"
"alkuteksti","acanthocladous"
"alkuteos","Acanthodea"
"alkutiivistelmä","acanthodean"
"alkutilanne","Acanthodei"
"alkutuotanto","Acanthodes"
"alkutyöttömyys","acanthodian"
"alkuun","Acanthodidae"
"alkuunkaan","Acanthodii"
"alkuunlähtö","Acanthodini"
"alkuunpanija","acanthoid"
"alkuunpano","Acantholimon"
"alkuunpääsy","acantholysis"
"alkuvaihe","acanthology"
"alkuvaikeudet","acanthological"
"alkuvalmistelu","acanthoma"
"alkuvauhti","acanthomas"
"alkuviikko","Acanthomeridae"
"alkuvoima","acanthon"
"alkuvoimainen","Acanthopanax"
"alkuvoimaisuus","Acanthophis"
"alkuvuosi","acanthophorous"
"alkuvuosikymmen","acanthopod"
"alkuväestö","acanthopodous"
"alkuyö","acanthopomatous"
"alkydi","acanthopore"
"alkydimaali","acanthopteran"
"alla","Acanthopteri"
"allakka","acanthopterygian"
"allapäin","Acanthopterygii"
"allas","acanthopterous"
"allaskaappi","acanthoses"
"allaskatto","acanthosis"
"allastaa","acanthotic"
"allastelakka","acanthous"
"allatiivi","Acanthuridae"
"alle","Acanthurus"
"alleeli","acanthus"
"allegoria","acanthuses"
"allegorinen","acanthuthi"
"allegorisesti","acapnia"
"allegorisuus","acapnial"
"allegretto","acapnias"
"allegro","acappella"
"allekirjoittaa","acapsular"
"allekirjoittaja","acapu"
"allekirjoittanut","Acapulco"
"allekirjoitus","acara"
"allekkain","Acarapis"
"allekkainen","acarari"
"allergeeni","acardia"
"allergeeninen","acardiac"
"allergeenisuus","acardite"
"allergia","acari"
"allergiareaktio","acarian"
"allergiasaneeraus","acariasis"
"allergikko","acariatre"
"allerginen","acaricidal"
"allergisoida","acaricide"
"allergisoitua","acarid"
"allergistaa","Acarida"
"allergistua","acaridae"
"allergisuus","acaridan"
"alletusten","acaridans"
"alleviivata","Acaridea"
"alleviivaus","acaridean"
"alli","acaridomatia"
"allianssi","acaridomatium"
"alligaattori","acarids"
"allikko","acariform"
"allitteraatio","Acarina"
"allokaatio","acarine"
"allokoida","acarines"
"allokointi","acarinosis"
"almanakka","Acarnan"
"almu","acarocecidia"
"aloillaan","acarocecidium"
"aloilleen","acarodermatitis"
"aloite","acaroid"
"aloitekyky","acarol"
"aloitekykyinen","acarology"
"aloitekyvyttömyys","acarologist"
"aloitekyvytön","acarophilous"
"aloitella","acarophobia"
"aloiteoikeus","acarotoxic"
"aloittaa","acarpellous"
"aloittain","acarpelous"
"aloittainen","acarpous"
"aloittaja","Acarus"
"aloittamaton","ACAS"
"aloitteellinen","acast"
"aloitteellisuus","Acastus"
"aloitteentekijä","acatalectic"
"aloitteenteko","acatalepsy"
"aloitteikas","acatalepsia"
"aloittelija","acataleptic"
"aloitus","acatallactic"
"aloituskorkeus","acatamathesia"
"aloitusmerkki","acataphasia"
"aloituspaikka","acataposis"
"aloitussyöttö","acatastasia"
"aloitusviisikko","acatastatic"
"alokas","acate"
"alokasaika","acategorical"
"alokasaste","acater"
"alokasmainen","acatery"
"aloke","acates"
"alpakka","acatharsy"
"alpakkainen","acatharsia"
"alpakkalusikka","acatholic"
"alpi","acaudal"
"alpiininen","acaudate"
"alpinismi","acaudelescent"
"alpinisti","acaulescence"
"alppi","acaulescent"
"alppihiihto","acauline"
"alppihiihtäjä","acaulose"
"alppijärvi","acaulous"
"alppikiipeily","ACAWS"
"alppilaakso","ACB"
"alppilaji","ACBL"
"alppimaisema","ACC"
"alppimaja","acc."
"alppiruusu","acca"
"alppiseutu","accable"
"alppitähti","Accad"
"alppiyhdistetty","accademia"
"alsikeapila","Accadian"
"alta","Accalia"
"altapäin","acce"
"altavastaaja","accede"
"altis","acceded"
"altistaa","accedence"
"altiste","acceder"
"altisti","acceders"
"altistua","accedes"
"altistus","acceding"
"altistusaika","accel"
"altistuskoe","accel."
"altruismi","accelerable"
"altruisti","accelerando"
"altruistinen","accelerant"
"altruistisesti","accelerate"
"alttari","accelerated"
"alttarikaide","acceleratedly"
"alttarikehä","accelerates"
"alttariliina","accelerating"
"alttaripalvelus","acceleratingly"
"alttaripöytä","acceleration"
"alttaritaulu","accelerations"
"alttariteos","accelerative"
"alttaritoimitus","accelerator"
"alttarivaate","acceleratory"
"alttiisti","accelerators"
"alttius","accelerograph"
"altto","accelerometer"
"alttolaulajatar","accelerometers"
"alttosaksofoni","accelerometer's"
"alttoviulu","accend"
"alttoääni","accendibility"
"alue","accendible"
"alueellinen","accensed"
"alueellisesti","accension"
"aluehallinto","accensor"
"aluehälytyskeskus","accent"
"alueittain","accented"
"alueittainen","accenting"
"aluejako","accentless"
"aluejärjestö","accentor"
"aluekeskus","accentors"
"aluelaajennus","accents"
"aluelehti","accentuable"
"alueliitos","accentual"
"alueloukkaus","accentuality"
"alueluovutus","accentually"
"aluemenetys","accentuate"
"aluemeri","accentuated"
"aluemetsänhoitaja","accentuates"
"alueministeri","accentuating"
"alueohjelma","accentuation"
"alueorkesteri","accentuations"
"aluepoliittinen","accentuator"
"aluepolitiikka","accentus"
"aluepäällikkö","accept"
"alueradio","acceptability"
"alueraja","acceptabilities"
"aluerakentaminen","acceptable"
"aluesairaala","acceptableness"
"aluesuunnittelu","acceptably"
"alueteatteri","acceptance"
"aluetoimittaja","acceptances"
"aluetoimitus","acceptance's"
"aluevaatimus","acceptancy"
"aluevaltaus","acceptancies"
"aluevaltuusto","acceptant"
"aluevalvoja","acceptation"
"aluevesi","acceptavit"
"aluevesiraja","accepted"
"aluke","acceptedly"
"aluksi","acceptee"
"alulla","acceptees"
"alullaan","accepter"
"alullepanija","accepters"
"alullepano","acceptilate"
"alumiini","acceptilated"
"alumiinifolio","acceptilating"
"alumiinikattila","acceptilation"
"alumiininen","accepting"
"alumiinioksidi","acceptingly"
"alumiinipaperi","acceptingness"
"alumiiniseos","acception"
"alumiinivene","acceptive"
"alumiinivuoka","acceptor"
"aluminoida","acceptors"
"aluminointi","acceptor's"
"alumpana","acceptress"
"alun","accepts"
"aluna","accerse"
"alunaliuos","accersition"
"alunen","accersitor"
"alus","access"
"alusastia","accessability"
"alusasu","accessable"
"alushame","accessary"
"alushousut","accessaries"
"aluskasvillisuus","accessarily"
