"Malayalam","English"
"വിശുദ്ധൻ","acquisitor"
"വിശുദ്ധമായ","acquisitum"
"വിശ്രമം","acquist"
"വിശ്വസനീയമായ","acquit"
"വിശ്വസിക്കുന്നു","acquital"
"വിശ്വസ്ത","acquitment"
"വിശ്വസ്തൻ","acquits"
"വിശ്വാസം","acquittal"
"വിശ്വാസി","acquittals"
"വിശ്വാസ്യത","acquittance"
"വിഷ","acquitted"
"വിഷമിക്കുക","acquitter"
"വിഷമിച്ചു","acquitting"
"വിഷയം","acquophonia"
"വിഷാദം","acr-"
"വിഷാദിച്ചു","Acra"
"വിഷ്വൽ","Acrab"
"വീക്ഷണം","acracy"
"വീട്","Acraea"
"വീട്ടുകാർ","acraein"
"വീട്ടുമുറ്റം","Acraeinae"
"വീഡിയോ","acraldehyde"
"വീണ്ടും","Acrania"
"വീണ്ടെടുക്കൽ","acranial"
"വീണ്ടെടുക്കുക","acraniate"
"വീതിക്കുക","acrasy"
"വീഴുന്നു","acrasia"
"വൃക്ഷം","Acrasiaceae"
"വൃത്തം","Acrasiales"
"വൃത്താകൃതിയിലുള്ള","acrasias"
"വൃത്തികെട്ട","Acrasida"
"വെടിവച്ചു","Acrasieae"
"വെടിവയ്ക്കുക","acrasin"
"വെട്ടി","acrasins"
"വെണ്ടർ","Acraspeda"
"വെണ്ണ","acraspedote"
"വെബ്","acratia"
"വെബ്സൈറ്റ്","acraturesis"
"വെർച്വൽ","acrawl"
"വെറും","acraze"
"വെറുക്കുന്നു","Acre"
"വെല്ലുവിളി","acreable"
"വെല്ലുവിളിനിറഞ്ഞ","acreage"
"വെളിച്ചം","acreages"
"വെളിപ്പെടുത്തൽ","acreak"
"വെളിപ്പെടുത്തുക","acream"
"വെളിപ്പെടുന്ന","acred"
"വെളുത്തുള്ളി","acre-dale"
"വെള്ള","Acredula"
"വെള്ളം","acre-foot"
"വെള്ളപ്പൊക്കം","acre-inch"
"വെള്ളി","acreman"
"വെള്ളിയാഴ്ച","acremen"
"വേഗം","Acres"
"വേഗത","acre's"
"വേഗത്തിൽ","acrestaff"
"വേട്ടക്കാരൻ","a-cry"
"വേട്ടയാടൽ","acrid"
"വേട്ടയാടുക","acridan"
"വേണം","acridane"
"വേണ്ടി","acrider"
"വേതന","acridest"
"വേദഗ്രന്ഥം","acridian"
"വേദന","acridic"
"വേദനാജനകമായ","acridid"
"വേദനിപ്പിച്ചു","Acrididae"
"വേദി","Acridiidae"
"വേനൽക്കാലം","acridyl"
"വേരിയബിൾ","acridin"
"വേർതിരിച്ചറിയുക","acridine"
"വേർപിരിയൽ","acridines"
"വേറിട്ട്","acridinic"
"വേറെ","acridinium"
"വേലി","acridity"
"വേലിയേറ്റം","acridities"
"വേഷവിധാനം","Acridium"
"വൈകാരികമായി","Acrydium"
"വൈകി","acridly"
"വൈകുന്നേരം","acridness"
"വൈജ്ഞാനിക","acridnesses"
"വൈദഗ്ധ്യം","acridone"
"വൈദ്യൻ","acridonium"
"വൈദ്യുതി","acridophagus"
"വൈൻ","acriflavin"
"വൈരുദ്ധ്യം","acriflavine"
"വൈറസ്","acryl"
"വൈവിധ്യം","acrylaldehyde"
"വൈവിധ്യമാർന്ന","Acrilan"
"വൈസ്","acrylate"
"വോക്കൽ","acrylates"
"വോട്ടർ","acrylic"
"വോട്ടിംഗ്","acrylics"
"വോട്ടെടുപ്പ്","acrylyl"
"വോട്ട്","acrylonitrile"
"വ്യക്തമാക്കാം","acrimony"
"വ്യക്തമാക്കുക","acrimonies"
"വ്യക്തമായ","acrimonious"
"വ്യക്തമായി","acrimoniously"
"വ്യക്തി","acrimoniousness"
"വ്യക്തിത്വം","acrindolin"
"വ്യക്തിപരമായ","acrindoline"
"വ്യക്തിപരമായി","acrinyl"
"വ്യതിയാനം","acrisy"
"വ്യത്യസ്ത","acrisia"
"വ്യത്യസ്തമാണ്","Acrisius"
"വ്യത്യസ്തമായി","Acrita"
"വ്യത്യസ്തരായ","acritan"
"വ്യത്യാസം","acrite"
"വ്യത്യാസപ്പെടുന്നു","acrity"
"വ്യവസായം","acritical"
"വ്യവസായി","acritochromacy"
"വ്യവസ്ഥ","acritol"
"വ്യാഖ്യാനം","acritude"
"വ്യാഖ്യാനിക്കുക","ACRNEMA"
"വ്യാജ","acro-"
"വ്യാപകമായത്","Acroa"
"വ്യാപനം","acroaesthesia"
"വ്യാപാരം","acroama"
"വ്യാപാരി","acroamata"
"വ്യാപ്തം","acroamatic"
"വ്യായാമം","acroamatical"
"വ്യാഴാഴ്ച","acroamatics"
"വ്യാവസായിക","acroanesthesia"
"ശക്തമായ","acroarthritis"
"ശക്തമായി","acroasis"
"ശക്തി","acroasphyxia"
"ശക്തിപ്പെടുത്തുക","acroataxia"
"ശക്തിയാണ്","acroatic"
"ശഠിക്കുന്നു","acrobacy"
"ശതമാനം","acrobacies"
"ശത്രു","acrobat"
"ശത്രുതയുള്ള","Acrobates"
"ശനിയാഴ്ച","acrobatholithic"
"ശബ്ദം","acrobatic"
"ശമ്പളം","acrobatical"
"ശരാശരി","acrobatically"
"ശരി","acrobatics"
"ശരിക്കും","acrobatism"
"ശരിയാണ്","acrobats"
"ശരിയായ","acrobat's"
"ശരിയായി","acrobystitis"
"ശരീരം","acroblast"
"ശല്യപ്പെടുത്തുന്നു","acrobryous"
"ശവസംസ്കാരം","Acrocarpi"
"ശസ്ത്രക്രിയ","acrocarpous"
"ശാഖ","acrocentric"
"ശാന്തം","acrocephaly"
"ശാന്തമാകൂ","acrocephalia"
"ശാരീരിക","acrocephalic"
"ശാരീരികക്ഷമത","acrocephalous"
"ശാരീരികമായി","Acrocera"
"ശാശ്വതമായ","Acroceratidae"
"ശാസകോശം","Acroceraunian"
"ശാസ്ത്രം","Acroceridae"
"ശാസ്ത്രജ്ഞൻ","Acrochordidae"
"ശാസ്ത്രീയമായ","Acrochordinae"
"ശിക്ഷ","acrochordon"
"ശിക്ഷിക്കുക","acrocyanosis"
"ശിൽപം","acrocyst"
"ശിൽപശാല","acrock"
"ശിശു","Acroclinium"
"ശീതകാലം","Acrocomia"
"ശീലം","acroconidium"
"ശുദ്ധമായ","acrocontracture"
"ശുപാർശ","acrocoracoid"
"ശുഭാപ്തിവിശ്വാസം","Acrocorinth"
"ശൂന്യം","acrodactyla"
"ശേഖരിക്കുക","acrodactylum"
"ശേഷം","acrodermatitis"
"ശേഷി","acrodynia"
"ശേഷിക്കുന്നു","acrodont"
"ശൈലി","acrodontism"
"ശോഭയുള്ള","acrodonts"
"ശ്രദ്ധ","acrodrome"
"ശ്രദ്ധയോടെ","acrodromous"
"ശ്രദ്ധാപൂർവ്വം","Acrodus"
"ശ്രദ്ധേയമായ","acroesthesia"
"ശ്രമം","acrogamy"
"ശ്രമിക്കുക","acrogamous"
"ശ്രേഷ്ഠമായ","acrogen"
"ശ്വസനം","acrogenic"
"ശ്വസിക്കുക","acrogenous"
"ശ്വാസം","acrogenously"
"ഷട്ടിൽ","acrogens"
"ഷർട്ട്","Acrogynae"
"ഷവർ","acrogynous"
"ഷിഫ്റ്റ്","acrography"
"ഷിറ്റ്","acrolein"
"ഷീറ്റ്","acroleins"
"ഷൂ","acrolith"
"ഷൂട്ടിംഗ്","acrolithan"
"ഷെഫ്","acrolithic"
"ഷെരീഫ്","acroliths"
"ഷെൽ","acrology"
"ഷെൽഫ്","acrologic"
"ഷോപ്പിംഗ്","acrologically"
"സൗകര്യം","acrologies"
"സൗന്ദര്യം","acrologism"
"സൗമമായ","acrologue"
"സൗമ്യമായ","acromania"
"സൗഹൃദം","acromastitis"
"സംക്രമണം","acromegaly"
"സംഗീതം","acromegalia"
"സംഗീതജ്ഞൻ","acromegalic"
"സംഗീതാത്മകമായ","acromegalies"
"സംഗ്രഹം","acromelalgia"
"സംഘം","acrometer"
"സംഘടന","acromia"
"സംഘടിപ്പിക്കുക","acromial"
"സംഘർഷം","acromicria"
"സംതൃപ്തി","acromimia"
"സംബന്ധിച്ചുള്ള","acromioclavicular"
"സംബന്ധിച്ച്","acromiocoracoid"
"സംഭരണം","acromiodeltoid"
"സംഭരിക്കുക","Acromyodi"
"സംഭവം","acromyodian"
"സംഭവിക്കുക","acromyodic"
"സംഭാവകൻ","acromyodous"
"സംഭാവന","acromiohyoid"
"സംഭാവനചെയ്യുക","acromiohumeral"
"സംഭാവ്യത","acromion"
"സംഭാഷണം","acromioscapular"
"സംയുക്ത","acromiosternal"
"സംയുക്തം","acromiothoracic"
"സംയോജനം","acromyotonia"
"സംയോജിപ്പിക്കുക","acromyotonus"
"സംരംഭം","acromonogrammatic"
"സംരംഭകൻ","acromphalus"
"സംരക്ഷകൻ","acron"
"സംരക്ഷണം","acronal"
"സംരക്ഷിക്കുക","acronarcotic"
"സംരക്ഷിക്കുന്നത്","acroneurosis"
"സംരക്ഷിത","acronic"
"സംവരണം","acronyc"
"സംവാദം","acronical"
"സംവിധാനം","acronycal"
"സംവിധായകൻ","acronically"
"സംവേദനം","acronycally"
"സംവേദനക്ഷമത","acronych"
"സംശയം","acronichal"
"സംശയാസ്പദമായ","acronychal"
"സംശയിക്കുന്നു","acronichally"
"സംസാരിക്കുക","acronychally"
"സംസാരിക്കുന്നു","acronychous"
"സംസ്കാരം","Acronycta"
"സംസ്ഥാനം","acronyctous"
"സഖ്യം","acronym"
"സഖ്യകക്ഷി","acronymic"
"സങ്കൽപ്പിക്കുക","acronymically"
"സങ്കീർണ്ണത","acronymize"
"സങ്കീർണ്ണമായ","acronymized"
"സജീവമാണ്","acronymizing"
"സജീവമായി","acronymous"
"സജ്ജീകരിക്കുക","acronyms"
"സഞ്ചാരി","acronym's"
"സത്യം","acronyx"
"സത്യസന്ധത","acronomy"
"സത്യസന്ധൻ","acrook"
"സത്യസന്ധമായി","acroparalysis"
"സദ്ധന്നസേവിക","acroparesthesia"
"സന്തോഷം","acropathy"
"സന്തോഷിപ്പിക്കുന്നു","acropathology"
"സന്തോഷം","acropetal"
"സന്തോഷത്തോടെ","acropetally"
"സന്തോഷിച്ചു","acrophobia"
"സന്തോഷിപ്പിക്കുക","acrophonetic"
"സന്ദർഭം","acrophony"
"സന്ദർശകൻ","acrophonic"
"സന്ദർശിക്കുക","acrophonically"
"സന്ദേശം","acrophonies"
"സന്നദ്ധത","acropodia"
"സബർബൻ","acropodium"
"സബ്സിഡി","acropoleis"
"സമകാലികം","Acropolis"
"സമഗ്രത","acropolises"
"സമഗ്രമായ","acropolitan"
"സമത്വം","Acropora"
"സമപ്രായക്കാരൻ","acropore"
"സമയം","acrorhagus"
"സമയത്തിന്റെ","acrorrheuma"
"സമയത്ത്","acrosarc"
"സമരം","acrosarca"
"സമർപ്പിക്കുക","acrosarcum"
"സമവാക്യം","acroscleriasis"
"സമവായം","acroscleroderma"
"സമാധാനം","acroscopic"
"സമാധാനപരമായ","acrose"
"സമാനമായ","acrosome"
"സമാനമായി","acrosomes"
"സമാഹാരം","acrosphacelus"
"സമീപം","acrospire"
"സമീപകാല","acrospired"
"സമീപത്ത്","acrospiring"
"സമീപനം","acrospore"
"സമുദ്രം","acrosporous"
"സമൂലമായ","across"
"സമൂഹം","across-the-board"
"സമ്പത്ത്","acrostic"
"സമ്പദ്","acrostical"
"സമ്പന്നമായ","acrostically"
"സമ്പർക്കം","acrostichal"
"സമ്പാദിക്കുക","Acrosticheae"
"സമ്മതം","acrostichic"
"സമ്മതിക്കുക","acrostichoid"
"സമ്മതിക്കുന്നു","Acrostichum"
"സമ്മർദ്ദം","acrosticism"
"സമ്മാനം","acrostics"
"സമ്മാനിച്ചു","acrostolia"
"സമ്മേളനം","acrostolion"
"സർക്കാർ","acrostolium"
"സർക്യൂട്ട്","acrotarsial"
"സർഗ്ഗാത്മകത","acrotarsium"
"സർജൻ","acroteleutic"
"സർട്ടിഫിക്കറ്റ്","acroter"
"സർവേ","acroteral"
"സവാരി","acroteria"
"സവിശേഷത","acroterial"
"സസ്യം","acroteric"
"സഹകരണം","acroterion"
"സഹകരിക്കുക","acroterium"
"സഹജവാസന","acroterteria"
"സഹതാപം","Acrothoracica"
"സഹതാരം","acrotic"
"സഹപ്രവർത്തകൻ","acrotism"
"സഹയാത്രികൻ","acrotisms"
"സഹായം","acrotomous"
"സഹായകരമാണ്","Acrotreta"
"സഹായങ്ങൾ","Acrotretidae"
"സഹായി","acrotrophic"
"സഹായിക്കുക","acrotrophoneurosis"
"സഹായിക്കൂ","Acrux"
"സഹിക്കുക","ACRV"
"സഹിക്കുന്നു","ACS"
"സഹോദരൻ","ACSE"
"സഹോദരൻ","ACSNET"
"സഹോദരി","ACSU"
"സാംസ്കാരിക","ACT"
"സാക്ഷരത","Acta"
"സാക്ഷി","actability"
"സാക്ഷ്യം","actable"
"സാക്ഷ്യപ്പെടുത്തുക","Actaea"
"സാങ്കേതിക","Actaeaceae"
"സാങ്കേതികത","Actaeon"
"സാങ്കേതികമായ","Actaeonidae"
"സാങ്കേതികമായി","acted"
"സാങ്കേതികവിദ്യ","actg"
"സാദൃശ്യമുള്ളവ","actg."
"സാധനങ്ങൾ","ACTH"
"സാധാരണ","Actiad"
"സാധാരണയായി","Actian"
"സാധുത","actify"
"സാധുവായ","actification"
"സാധ്യത","actifier"
"സാധ്യതകൾ","actin"
"സാധ്യതയില്ല","actin-"
"സാധ്യതയുള്ള","actinal"
"സാധ്യമല്ല","actinally"
"സാധ്യമാണ്","actinautography"
"സാന്ഡ്വിച്ച്","actinautographic"
"സാന്ദ്രത","actine"
"സാന്നിധ്യം","actinenchyma"
"സാമൂഹിക","acting"
"സാമൂഹികമായി","acting-out"
"സാമ്പത്തിക","actings"
"സാമ്പത്തികശാസ്ത്രം","Actinia"
"സാമ്പിൾ","actiniae"
"സാമ്യം","actinian"
"സാമ്രാജ്യം","actinians"
"സായുധരായ","Actiniaria"
"സാരാംശം","actiniarian"
"സാർ","actinias"
"സാർജന്റ്","actinic"
"സാർവത്രികമായ","actinical"
"സാൽമൺ","actinically"
"സാലഡ്","actinide"
"സാഹചര്യം","actinides"
"സാഹസികത","Actinidia"
"സാഹിത്യ","Actinidiaceae"
"സാഹിത്യം","actiniferous"
"സിംഗിൾ","actiniform"
"സിംഹം","actinine"
"സിംഹാസനം","actiniochrome"
"സിഇഒ","actiniohematin"
"സിഗരറ്റ്","Actiniomorpha"
"സിഗ്നൽ","actinism"
"സിദ്ധാന്തം","actinisms"
"സിൻഡ്രോം","Actinistia"
"സിനിമ","actinium"
"സിറിയൻ","actiniums"
"സിവിൽ","actino-"
"സിവിലിയൻ","actinobaccilli"
"സിസ്റ്റം","actinobacilli"
"സീസൺ","actinobacillosis"
"സുഖപ്പെടുത്തുക","actinobacillotic"
"സുഖപ്രദമായ","Actinobacillus"
"സുഗമമാക്കുക","actinoblast"
"സുന്ദരൻ","actinobranch"
"സുന്ദരി","actinobranchia"
"സുപ്രധാനമായ","actinocarp"
"സുരക്ഷ","actinocarpic"
"സുരക്ഷിത","actinocarpous"
"സുരക്ഷിതം","actinochemical"
"സുരക്ഷിതമായി","actinochemistry"
"സുവർണ്ണ","actinocrinid"
"സുവിശേഷം","Actinocrinidae"
"സുസ്ഥിരമായ","actinocrinite"
"സുഹൃത്ത്","Actinocrinus"
"സൂക്ഷിക്കുക","actinocutitis"
"സൂക്ഷ്മമായ","actinodermatitis"
"സൂചകം","actinodielectric"
"സൂചന","actinodrome"
"സൂചി","actinodromous"
"സൂചിക","actinoelectric"
"സൂചിപ്പിക്കുക","actinoelectrically"
"സൂചിപ്പിക്കുന്നത്","actinoelectricity"
"സൂപ്പർ","actinogonidiate"
"സൂപ്പർവൈസർ","actinogram"
"സൂപ്പ്","actinograph"
"സൂര്യൻ","actinography"
"സൂര്യപ്രകാശം","actinographic"
"സൂര്യാസ്തമയം","actinoid"
"സൃഷ്ടി","Actinoida"
"സൃഷ്ടിക്കാൻ","Actinoidea"
"സൃഷ്ടിക്കുക","actinoids"
"സൃഷ്ടിപരമായ","actinolite"
"സെക്കൻഡറി","actinolitic"
"സെക്രട്ടറി","actinology"
"സെക്സി","actinologous"
"സെഗ്മെന്റ്","actinologue"
"സെൻറ്","actinomere"
"സെൻസർ","actinomeric"
"സെൻസിറ്റീവ്","actinometer"
"സെനറ്റർ","actinometers"
"സെനറ്റ്","actinometry"
"സെപ്റ്റംബർ","actinometric"
"സെർവർ","actinometrical"
"സെറ്റിൽമെന്റ്","actinometricy"
"സെറ്റ്","Actinomyces"
"സെൽ","actinomycese"
"സെലിബ്രിറ്റി","actinomycesous"
"സെഷൻ","actinomycestal"
"സേന","Actinomycetaceae"
"സേവകൻ","actinomycetal"
"സേവനം","Actinomycetales"
"സേവിക്കുക","actinomycete"
"സേവിക്കുന്നു","actinomycetous"
"സോൾ","actinomycin"
"സൈക്കിൾ","actinomycoma"
"സൈഡ്ബാർ","actinomycosis"
"സൈദ്ധാന്തിക","actinomycosistic"
"സൈനിക","actinomycotic"
"സൈന്യം","Actinomyxidia"
"സൈറ്റ്","Actinomyxidiida"
"സോക്ക്","actinomorphy"
"സോഡ","actinomorphic"
"സോഡിയം","actinomorphous"
"സോപ്പ്","actinon"
"സോഫ്റ്റ്വെയർ","Actinonema"
"സോളാർ","actinoneuritis"
"സോളോ","actinons"
"സോവിയറ്റ്","actinophone"
"സോസ്","actinophonic"
"സൌമ്യമായി","actinophore"
"സ്കൗട്ട്","actinophorous"
"സ്കീ","actinophryan"
"സ്കൂൾ","Actinophrys"
"സ്കെയിൽ","actinopod"
"സ്കോർ","Actinopoda"
"സ്കോളർഷിപ്പ്","actinopraxis"
"സ്ക്രാച്ച്","actinopteran"
"സ്ക്രിപ്റ്റ്","Actinopteri"
"സ്ക്രീൻ","actinopterygian"
"സ്ക്രീനിംഗ്","Actinopterygii"
"സ്ക്രൂ","actinopterygious"
"സ്ക്വാഡ്","actinopterous"
"സ്ട്രിംഗ്","actinoscopy"
"സ്ട്രിപ്പ്","actinosoma"
"സ്ട്രീക്ക്","actinosome"
"സ്ട്രോക്ക്","Actinosphaerium"
"സ്തുതി","actinost"
"സ്തോത്രം","actinostereoscopy"
"സ്ത്രീ","actinostomal"
"സ്ഥലം","actinostome"
"സ്ഥാനം","actinotherapeutic"
"സ്ഥാനപതി","actinotherapeutics"
"സ്ഥാനാർത്ഥി","actinotherapy"
"സ്ഥാപകൻ","actinotoxemia"
"സ്ഥാപനം","actinotrichium"
"സ്ഥാപനപരമായ","actinotrocha"
"സ്ഥാപിക്കുക","actinouranium"
"സ്ഥിതിവിവരക്കണക്കുകൾ","Actinozoa"
"സ്ഥിതിവിവരക്കണക്ക്","actinozoal"
"സ്ഥിരത","actinozoan"
"സ്ഥിരതയുള്ള","actinozoon"
"സ്ഥിരമായ","actins"
"സ്ഥിരമായി","actinula"
"സ്ഥിരസ്ഥിതി","actinulae"
"സ്ഥിരീകരിക്കുക","action"
"സ്നാപ്പ്","actionability"
"സ്നേഹം","actionable"
"സ്നേഹമുള്ള","actionably"
"സ്പർശിക്കുക","actional"
"സ്പഷ്ടമായി","actionary"
"സ്പാനിഷ്","actioner"
"സ്പീക്കർ","actiones"
"സ്പീഷീസ്","actionist"
"സ്പൂൺ","actionize"
"സ്പെക്ട്രം","actionized"
"സ്പെഷ്യലിസ്റ്റ്","actionizing"
"സ്പെഷ്യലൈസ്","actionless"
"സ്പോൺസർ","actions"
"സ്പ്രിംഗ്","action's"
"സ്ഫോടനം","action-taking"
"സ്മാരകം","actious"
"സ്മാർട്ട്","Actipylea"
"സ്യൂട്ട്","Actis"
"സ്രഷ്ടാവ്","Actium"
"സ്രാവ്","activable"
"സ്റ്റാക്ക്","activate"
"സ്റ്റാൻഡേർഡ്","activated"
"സ്റ്റാന്റിംഗ്","activates"
"സ്റ്റാമ്പ്","activating"
"സ്റ്റാർട്ടർ","activation"
"സ്റ്റീക്ക്","activations"
"സ്റ്റുഡിയോ","activator"
"സ്റ്റേജ്","activators"
"സ്റ്റേഡിയം","activator's"
"സ്റ്റേഷൻ","active"
"സ്റ്റോർ","active-bodied"
"സ്ലാം","actively"
"സ്ലീവ്","active-limbed"
"സ്ലൈഡ്","active-minded"
"സ്വകാര്യം","activeness"
"സ്വകാര്യത","actives"
"സ്വതന്ത്രമായ","activin"
"സ്വതന്ത്രമായി","activism"
"സ്വത്ത്","activisms"
"സ്വദേശി","activist"
"സ്വന്തം","activistic"
"സ്വപ്നം","activists"
"സ്വഭാവം","activist's"
"സ്വയം","activital"
"സ്വർഗ്ഗം","activity"
"സ്വർണ്ണം","activities"
"സ്വവർഗ്ഗാനുരാഗി","activity's"
"സ്വാഗതം","activize"
"സ്വാതന്ത്ര്യം","activized"
"സ്വാധീനം","activizing"
"സ്വാധീനമുള്ള","actless"
"സ്വാഭാവികം","actomyosin"
"സ്വാഭാവികമായും","Acton"
"സ്വിച്ച്","Actor"
"സ്വീകരണം","actory"
"സ്വീകരിക്കുക","Actoridae"
"സ്വീകർത്താവ്","actorish"
"സ്വീകാര്യത","actor-manager"
"സ്വീകാര്യമായ","actor-proof"
"ഹർജി","actors"
"ഹലോ","actor's"
"ഹഹ്","actorship"
"ഹാജർ","actos"
"ഹായ്","ACTPU"
"ഹാർഡ്വെയർ","actress"
"ഹാലോവീൻ","actresses"
"ഹാൾ","actressy"
"ഹാസചിതം","actress's"
"ഹാസ്യം","ACTS"
"ഹിസ്പാനിക്","ACTU"
"ഹും","actual"
"ഹൃദയം","actualisation"
"ഹെ","actualise"
"ഹെൽമറ്റ്","actualised"
"ഹെലികോപ്റ്റർ","actualising"
"ഹേക്ക്","actualism"
"ഹേയ്","actualist"
"ഹോംവർക്ക്","actualistic"
"ഹൈലൈറ്റ്","actuality"
"ഹൈവേ","actualities"
"ഹോക്കി","actualization"
"ഹോട്ടൽ","actualizations"
"ഹോർമോൺ","actualize"
"ഹോസ്റ്റ്","actualized"
